year,cznuts_cz,nuts,cznuts_en,school_type_cz,school_type_en,total_teachers,women,men,qualified,unqualified,school_cluster_code,men_percent,salary_women,salary_men,salary_total,salary_proportion_m_w,paygap_w_m
2019,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3445.5,2950.8,494.7,3263.3,182.2,ZS_SEN_2,0.13,40793,40278.5,40724.4,1.012773564,514.5
2020,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1705.6,1691.1,14.5,1590.4,115.2,PV_MS_PT,0.01,35641.4,36173,35644.7,0.985303956,-531.6
2020,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,10970.2,9112.4,1857.8,10285.5,684.7,ALL,0.18,43519.1,44147.1,43630,0.98577483,-628
2020,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,1966,1227,739,1885.4,80.6,SS_K,0.4,45680.3,43663.8,44875.2,1.046182421,2016.5
2020,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3577.2,3051.8,525.4,3334.4,242.8,ZS_SEN_2,0.14,45104.1,44358,45002.4,1.016819965,746.1
2021,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1738.3,1725.6,12.7,1614.2,124.1,PV_MS_PT,0.01,38012.7,37294.4,38006.3,1.019260264,718.3
2021,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,11289.9,9308.7,1981.2,10458.1,831.8,ALL,0.18,47042.2,47656.4,47152.5,0.987111909,-614.2
2021,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2014.8,1239.3,775.5,1898.5,116.3,SS_K,0.4,49743.1,47031.3,48668.7,1.057659474,2711.8
2021,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3696.9,3128.3,568.6,3403.4,293.5,ZS_SEN_2,0.14,48895,48091.7,48781.9,1.016703506,803.3
2022,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1773.2,1760.9,12.3,1661.3,111.9,PV_MS_PT,0.01,38433.9,37254.3,38423.1,1.031663459,1179.6
2022,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,11553.3,9519.9,2033.4,10682.7,870.6,ALL,0.18,47114.2,47971.3,47269.8,0.982133067,-857.1
2022,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2086.6,1283.7,802.9,1948.3,138.3,SS_K,0.41,50283.8,47630.8,49208.5,1.055699253,2653
2022,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3771.5,3190.7,580.8,3463.3,308.2,ZS_SEN_2,0.14,48803.2,48448.8,48753.8,1.007314939,354.4
2023,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1815.9,1802.2,13.7,1690.9,125,PV_MS_PT,0.01,39837.2,39486.3,39834.2,1.008886627,350.9
2023,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,11909.9,9792.5,2117.4,10915.3,994.6,ALL,0.2,48113.4,49832.5,48459.5,0.965502433,-1719.1
2023,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2202.2,1340.8,861.4,2030.3,171.9,SS_K,0.41,52116.8,49026.5,50852.9,1.063033258,3090.3
2023,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3863.4,3272.4,591,3519.1,344.3,ZS_SEN_2,0.14,50577.6,51266.6,50674.8,0.986560451,-689
2024,Plzeňský kraj,CZ032,Plzeň Region,Mateřská škola,Nursery School,1839.1,1826.8,12.3,1706.5,132.6,PV_MS_PT,0.01,40518.9,40568.8,40519.3,0.998769991,-49.9
2024,Plzeňský kraj,CZ032,Plzeň Region,Regionální školství,All Schools,12131,9971.9,2159.1,11147,984,ALL,0.2,48794.7,50724.9,49187.6,0.961947682,-1930.2
2024,Plzeňský kraj,CZ032,Plzeň Region,Střední škola,Upper-Secondary School,2271.7,1391.6,880.1,2109.2,162.5,SS_K,0.41,52999.4,49707,51645.7,1.066236144,3292.4
2024,Plzeňský kraj,CZ032,Plzeň Region,Základní škola,Basic School,3916.5,3315.5,601,3574.6,341.9,ZS_SEN_2,0.14,51007.8,51875.4,51130.8,0.98327531,-867.6
2010,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5419.1,4323.1,1096,3822.4,1596.7,ALL,0.23,23550.15,25239.17,23940.16,0.933079105,-1689.03
2011,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5385.9,4322.4,1063.5,3847.5,1538.4,ALL,0.21,24381.7,26217.74,24766.68,0.929969528,-1836.04
2010,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,1260.5,719.3,541.2,870.1,390.4,SS_VOS_K,0.35,26162.82,27145.9,26508.16,0.963785275,-983.08
2010,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1721.7,1448.3,273.4,1164.2,557.5,ZS_SEN_1,0.15,23648.34,23332.05,23602.22,1.013555988,316.29
2011,Kraj Vysočina,CZ063,Vysočina Region,Základní škola,Basic School,3090,2538.4,551.6,2805,285,ZS_SEN_1,0.16,24768.11,25259.17,24847.77,0.980559296,-491.06
2011,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,6335.7,5246.8,1088.9,5797.3,538.4,ZS_SEN_1,0.17,25123.09,25635.92,25208.27,0.979995643,-512.83
2010,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,655,655,,582.9,72.1,MS,0,18883.54,,18883.54,,
2011,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,681.3,681.3,,594.4,86.9,MS,0,19832.45,,19825.88,,
2011,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,1224.2,715.3,508.9,873.2,351,SS_VOS_K,0.35,27449.62,28209,27715.88,0.973080148,-759.38
2012,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,708.9,705.2,3.7,614.6,94.3,MS,0,22740.55,,22725.44,,
2012,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5294.7,4262.8,1031.9,3787.4,1507.3,ALL,0.2,25384.85,26681.85,25645.46,0.951390269,-1297
2012,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,1168.5,686,482.5,842.4,326.1,SS_VOS_K,0.34,27286.78,27978.44,27520.35,0.97527868,-691.66
2012,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1676.9,1408.7,268.2,1143.3,533.6,ZS_SEN_1,0.15,25498.56,25807.55,25544.92,0.988027082,-308.99
2013,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,732.4,728.6,3.8,647.3,85.1,MS,0,22384.43,,22384.43,,
2013,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5177.1,4202.5,974.6,3894.4,1282.7,ALL,0.19,25099.8,25779.52,25229.72,0.973633378,-679.72
2013,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,1099.7,665.4,434.3,836.5,263.2,SS_VOS_K,0.34,26212.64,26420.42,26282.94,0.992135397,-207.79
2013,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1641.5,1378.6,262.9,1181.4,460.1,ZS_SEN_1,0.15,25781.25,25628.11,25759.01,1.005975302,153.14
2014,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,738.5,735.6,2.9,654.3,84.2,MS,0,22699.39,,22699.39,,
2014,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5103.9,4159.5,944.4,3990.9,1113,ALL,0.19,25587.81,26779.16,25811.99,0.955511872,-1191.35
2014,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,1035.5,626.9,408.6,820.4,215.1,SS_VOS_K,0.33,27268.97,27863.12,27465.32,0.978676029,-594.15
2014,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1631.2,1368.1,263.1,1229.7,401.5,ZS_SEN_1,0.14,26076.81,26043.12,26071.96,1.001293504,33.69
2015,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,741,739.1,1.9,676,65,MS,0,22699.39,,22699.39,,
2015,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5069.1,4145.2,923.9,4238.7,830.4,ALL,0.19,25587.81,26779.16,25811.99,0.955511872,-1191.35
2015,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,1006.3,605.4,400.9,888.3,118,SS_VOS_K,0.33,27268.97,27863.12,27465.32,0.978676029,-594.15
2015,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1623.3,1368,255.3,1302.4,320.9,ZS_SEN_1,0.14,26076.81,26043.12,26071.96,1.001293504,33.69
2016,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,733.6,733.3,0.3,701.8,31.8,MS,0,23832,,23827,,
2016,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5089.9,4178.3,911.6,4559.6,530.3,ALL,0.18,27903,29182,28134,0.956171613,-1279
2016,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,967.3,593.7,373.6,899.4,67.9,SS_VOS_K,0.32,30198,30561,30315,0.988122116,-363
2016,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1658.3,1394.1,264.2,1444.9,213.4,ZS_SEN_1,0.14,28599,28529,28589,1.002453644,70
2017,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,728.9,727.9,1,704.8,24.1,PV_MS_PT,0,25855.28,26000.95,25855.79,0.994397243,-145.68
2017,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5135.1,4224.2,910.9,4570.6,564.5,ALL,0.21,30182.83,31285.45,30410.07,0.964756199,-1102.62
2017,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,981.7,604,377.7,921.1,60.6,SS_K,0.39,31058.55,31192.4,31110.48,0.995708642,-133.86
2017,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1674.6,1414.4,260.2,1437.1,237.5,ZS_SEN_2,0.15,31487.33,31167.14,31440.63,1.010273166,320.19
2018,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,746.1,744,2.1,715.3,30.8,PV_MS_PT,0.01,28535.2,,28514.5,,
2018,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5169.5,4243.8,925.7,4561.9,607.6,ALL,0.2,33343,34881.8,33657.8,0.955885304,-1538.8
2018,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,988.2,601.5,386.7,936.6,51.6,SS_K,0.39,35156,35197.6,35172,0.998818101,-41.6
2018,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1691.5,1427,264.5,1429.4,262.1,ZS_SEN_2,0.15,34512.2,34181.6,34463,1.00967187,330.6
2019,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,747.8,743.8,4,709.2,38.6,PV_MS_PT,0.01,32830.3,,32825.2,,
2019,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5189.4,4251.7,937.7,4500.4,689,ALL,0.19,38856.7,39846.1,39045.9,0.975169465,-989.4
2019,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,961.1,597.6,363.5,915.7,45.4,SS_K,0.37,40558.7,39889.7,40308.6,1.016771247,669
2019,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1718.6,1436.9,281.7,1416.6,302,ZS_SEN_2,0.16,40016,39514.5,39936.4,1.012691544,501.5
2020,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,775.8,772.3,3.5,729,46.8,PV_MS_PT,0.01,35322.2,,35322.7,,
2020,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5377,4409.2,967.8,4583.8,793.2,ALL,0.19,43271.8,44532.5,43508,0.971690339,-1260.7
2020,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,942.5,586.8,355.7,874.4,68.1,SS_K,0.37,45806.8,43912.3,45107.4,1.04314281,1894.5
2020,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1805.8,1504.5,301.3,1468.2,337.6,ZS_SEN_2,0.16,44726.8,44525.4,44694.9,1.004523261,201.4
2021,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,774.6,771.1,3.5,730.1,44.5,PV_MS_PT,0,37757.5,,37768.7,,
2021,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5517.9,4549.2,968.7,4694.4,823.5,ALL,0.19,46707.1,47900,46929.5,0.975096033,-1192.9
2021,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,932.5,585.8,346.7,857.9,74.6,SS_K,0.37,50265.2,47766.1,49340.7,1.052319532,2499.1
2021,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1879.4,1573,306.4,1527.7,351.7,ZS_SEN_2,0.16,48121,47557.9,48031.7,1.011840304,563.1
2022,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,786,783,3,743.1,42.9,PV_MS_PT,0.01,38092.4,,38114.3,,
2022,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5625.9,4639.3,986.6,4683.9,942,ALL,0.19,46703.4,48613.8,47059.6,0.960702517,-1910.4
2022,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,946.4,595.5,350.9,871.7,74.7,SS_K,0.36,50841.3,48683.7,50065.7,1.044318735,2157.6
2022,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,1917.8,1604.6,313.2,1507.1,410.7,ZS_SEN_2,0.16,47899.7,47965.8,47910.1,0.998621935,-66.1
2023,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,810.1,806.1,4,767.2,42.9,PV_MS_PT,0,39379.6,,39407.5,,
2023,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5837.3,4821.4,1015.9,4833.8,1003.5,ALL,0.2,47956.2,50241.8,48409.8,0.954507999,-2285.6
2023,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,953,601.4,351.6,865.1,87.9,SS_K,0.36,52337.3,49685.1,51383.8,1.053380188,2652.2
2023,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,2001.7,1674.5,327.2,1570.7,431,ZS_SEN_2,0.16,49805,49880.7,49817.1,0.998482379,-75.7
2024,Karlovarský kraj,CZ041,Karlovy Vary Region,Mateřská škola,Nursery School,816.1,813.1,3,767,49.1,PV_MS_PT,0.01,40269.2,,40301.9,,
2024,Karlovarský kraj,CZ041,Karlovy Vary Region,Regionální školství,All Schools,5905.9,4853,1052.9,4869.7,1036.2,ALL,0.2,48927.6,51714.9,49481.8,0.946102574,-2787.3
2024,Karlovarský kraj,CZ041,Karlovy Vary Region,Střední škola,Upper-Secondary School,995.2,624,371.2,900.6,94.6,SS_K,0.37,54245.3,51730.4,53319.7,1.048615514,2514.9
2024,Karlovarský kraj,CZ041,Karlovy Vary Region,Základní škola,Basic School,2012,1675.3,336.7,1572,440,ZS_SEN_2,0.15,50416.2,50625.4,50448.6,0.995867687,-209.2
2010,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,15856.5,12683.9,3172.6,12478.4,3378.1,ALL,0.22,23931.16,25226.61,24213.22,0.948647192,-1295.46
2011,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,15666.3,12556.8,3109.5,12572,3094.3,ALL,0.22,25275.19,26037.33,25440.73,0.970729178,-762.13
2010,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,3671.8,2110.6,1561.2,2835.5,836.3,SS_VOS_K,0.36,26414.78,26834.49,26566.77,0.98435918,-419.71
2010,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,5031.1,4252.5,778.6,3853.7,1177.4,ZS_SEN_1,0.12,24286.59,23983.79,24248.78,1.012625296,302.8
2011,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,3681.7,3079.9,601.8,3400.3,281.4,ZS_SEN_1,0.15,25168.21,25128.64,25162.45,1.001574486,39.56
2011,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3457.4,2859.5,597.9,3132.6,324.8,ZS_SEN_1,0.15,24780.93,25187.39,24841.83,0.98386249,-406.46
2010,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,1908.5,1906.5,2,1755,153.5,MS,0,19147.48,,19143.93,,
2011,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,1949.6,1945.6,4,1755.6,194,MS,0,19928.55,,19921.66,,
2011,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,3576.7,2053.5,1523.2,2840.7,736,SS_VOS_K,0.37,27822.49,27432.89,27677.56,1.014201918,389.6
2012,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,1995.3,1990.5,4.8,1783.4,211.9,MS,0,22361.21,,22354.6,,
2012,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,15529.4,12537.8,2991.6,12308.7,3220.7,ALL,0.2,25971.66,26803.06,26140.54,0.968981354,-831.39
2012,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,3465.2,2020.6,1444.6,2667.9,797.3,SS_VOS_K,0.36,27684.41,28036.48,27810.34,0.987442419,-352.07
2012,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,4918.2,4171.4,746.8,3832,1086.2,ZS_SEN_1,0.14,26594.45,26154.16,26531.9,1.016834755,440.3
2013,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2057,2051.6,5.4,1849.1,207.9,MS,0,22502.74,,22496.17,,
2013,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,15445.2,12533.4,2911.8,12601.4,2843.8,ALL,0.2,25914.11,26752.69,26084.04,0.968654335,-838.58
2013,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,3306.4,1944.7,1361.7,2657.3,649.1,SS_VOS_K,0.35,27282.81,27695.47,27428.59,0.985100307,-412.65
2013,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,4921.8,4175.9,745.9,3945.1,976.7,ZS_SEN_1,0.14,26665.47,26456.16,26636.38,1.007911376,209.3
2014,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2102.7,2093.5,9.2,1898.8,203.9,MS,0,23118.26,,23114.93,,
2014,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,15385.3,12465.4,2919.9,12932.5,2452.8,ALL,0.2,26380.74,27201.62,26546.16,0.969822442,-820.88
2014,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,3147.2,1846.7,1300.5,2616,531.2,SS_VOS_K,0.35,27700,28179.69,27868.2,0.982977359,-479.69
2014,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,4944.7,4169,775.7,4099.2,845.5,ZS_SEN_1,0.15,27150.78,26904.44,27114.7,1.009155982,246.34
2015,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2133.8,2124.3,9.5,1953,180.8,MS,0,23118.26,,23114.93,,
2015,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,15353.2,12502.9,2850.3,13283,2070.2,ALL,0.2,26380.74,27201.62,26546.16,0.969822442,-820.88
2015,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,3031.9,1768.5,1263.4,2582.3,449.6,SS_VOS_K,0.35,27700,28179.69,27868.2,0.982977359,-479.69
2015,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,4976,4213.8,762.2,4266.5,709.5,ZS_SEN_1,0.15,27150.78,26904.44,27114.7,1.009155982,246.34
2016,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2117,2112,5,2004.2,112.8,MS,0,25171,,25167,,
2016,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,15298.9,12556.2,2742.7,13889.1,1409.8,ALL,0.19,28598,29165,28705,0.980558889,-567
2016,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,2939.6,1754.5,1185.1,2695.1,244.5,SS_VOS_K,0.35,29848,30021,29909,0.994237367,-173
2016,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,5000.2,4251,749.2,4480.3,519.9,ZS_SEN_1,0.13,29580,29302,29543,1.009487407,278
2017,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2130.5,2124.5,6,2046.9,83.6,PV_MS_PT,0,27190.21,24362.9,27182.45,1.116049832,2827.31
2017,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,15387.3,12654.9,2732.4,14026.3,1361,ALL,0.19,30762.92,31175.37,30841.91,0.986770095,-412.45
2017,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,2895.1,1742.9,1152.2,2681,214.1,SS_K,0.4,31456.12,31154.31,31334.26,1.009687696,301.81
2017,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,5065.1,4303.3,761.8,4537.7,527.4,ZS_SEN_2,0.14,32107.66,31615.61,32040.53,1.015563457,492.05
2018,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2204.1,2197.1,7,2130.3,73.8,PV_MS_PT,0,29991.5,29406.3,29989.5,1.019900498,585.2
2018,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,15539,12766,2773,14146.5,1392.5,ALL,0.19,34043.2,34724.3,34171.5,0.980385494,-681.1
2018,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,2872.5,1724,1148.5,2680.1,192.4,SS_K,0.4,34958.3,34927,34945.7,1.000896155,31.3
2018,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,5130.4,4346,784.4,4571.2,559.2,ZS_SEN_2,0.14,35527.7,34874,35438.1,1.018744624,653.7
2019,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2220.4,2211.4,9,2139.8,80.6,PV_MS_PT,0,33579.5,33434.9,33578.9,1.004324822,144.6
2019,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,15669.1,12903.9,2765.2,14239.9,1429.2,ALL,0.18,39043.2,39533.5,39130.2,0.98759786,-490.3
2019,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,2872.2,1728.4,1143.8,2652.1,220.1,SS_K,0.41,40429.5,40370.5,40405.2,1.001461463,59
2019,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,5194.8,4411.3,783.5,4635.2,559.6,ZS_SEN_2,0.14,40167.7,39176.1,40027.8,1.025311351,991.6
2020,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2317.1,2306,11.1,2211.3,105.8,PV_MS_PT,0,34609.6,36816.6,34618.4,0.940054215,-2207
2020,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,16229,13305.8,2923.2,14554.3,1674.7,ALL,0.18,42889.4,43085.6,42924.6,0.995446274,-196.2
2020,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,2951.7,1778.6,1173.1,2653.8,297.9,SS_K,0.41,44890.6,43132.9,44163.9,1.040750796,1757.7
2020,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,5385.1,4539.4,845.7,4756.2,628.9,ZS_SEN_2,0.14,44467.2,43249.2,44292.4,1.028162371,1218
2021,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2354.1,2342.9,11.2,2233.5,120.6,PV_MS_PT,0.01,37666.4,39656.2,37676.7,0.949823735,-1989.8
2021,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,16646,13629.7,3016.3,14906.4,1739.6,ALL,0.18,46390.1,46330.3,46379.3,1.001290732,59.8
2021,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,3024.7,1819.6,1205.1,2725.8,298.9,SS_K,0.4,48330.2,46326.7,47519.2,1.043247199,2003.5
2021,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,5535.8,4661.2,874.6,4881.9,653.9,ZS_SEN_2,0.15,48143.6,46593.5,47915.6,1.033268589,1550.1
2022,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2382.2,2369.2,13,2263.7,118.5,PV_MS_PT,0,37414.5,38087.6,37416.7,0.982327582,-673.1
2022,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,16920.1,13825.2,3094.9,15133,1787.1,ALL,0.18,46242.8,46788.5,46341.5,0.988336878,-545.7
2022,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,3087,1837.3,1249.7,2766.7,320.3,SS_K,0.41,48359.4,46867,47753.8,1.031843301,1492.4
2022,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,5618.7,4728.5,890.2,4954.3,664.4,ZS_SEN_2,0.15,47990.3,46938.2,47836.7,1.022414579,1052.1
2023,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2434.2,2423.1,11.1,2307.9,126.3,PV_MS_PT,0,38661.2,41415.4,38670.3,0.933498167,-2754.2
2023,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,17244.3,14080.8,3163.5,15260.8,1983.5,ALL,0.2,47078.9,48576,47373,0.969180254,-1497.1
2023,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,3194.9,1908.6,1286.3,2801,393.9,SS_K,0.4,50725.2,48895.8,49993.1,1.037414256,1829.4
2023,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,5692.8,4783.7,909.1,4969.3,723.5,ZS_SEN_2,0.15,49540.5,48432,49374.1,1.02288776,1108.5
2024,Ústecký kraj,CZ042,Ústí nad Labem Region,Mateřská škola,Nursery School,2452.9,2440.8,12.1,2332.2,120.7,PV_MS_PT,0,39319.1,,39346.6,,
2024,Ústecký kraj,CZ042,Ústí nad Labem Region,Regionální školství,All Schools,17444.8,14212,3232.8,15474.4,1970.4,ALL,0.2,47852.3,49192.7,48119.2,0.972752055,-1340.4
2024,Ústecký kraj,CZ042,Ústí nad Labem Region,Střední škola,Upper-Secondary School,3262.4,1954.7,1307.7,2873,389.4,SS_K,0.4,51148.7,49277.1,50401.8,1.037981131,1871.6
2024,Ústecký kraj,CZ042,Ústí nad Labem Region,Základní škola,Basic School,5743.8,4810.7,933.1,5023.4,720.4,ZS_SEN_2,0.15,50308.4,49280.3,50154.3,1.020862292,1028.1
