year,cznuts_cz,nuts,cznuts_en,school_type_cz,school_type_en,total_teachers,women,men,qualified,unqualified,school_cluster_code,men_percent,salary_women,salary_men,salary_total,salary_proportion_m_w,paygap_w_m
2023,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4643.9,2800.4,1843.5,4414,229.9,SS_K,0.41,50884.7,49594.3,50359.1,1.026019119,1290.4
2023,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,8414.7,7013.2,1401.5,7941.5,473.2,ZS_SEN_2,0.16,49440.6,49690.2,49480,0.994976877,-249.6
2024,Jihomoravský kraj,CZ064,South Moravian Region,Mateřská škola,Nursery School,3990.7,3971.8,18.9,3775.2,215.5,PV_MS_PT,0.01,40108.3,42483.6,40123.6,0.944089013,-2375.3
2024,Jihomoravský kraj,CZ064,South Moravian Region,Regionální školství,All Schools,26422.7,21499.9,4922.8,25007.1,1415.6,ALL,0.2,47840.1,50480.9,48362.6,0.947687145,-2640.8
2024,Jihomoravský kraj,CZ064,South Moravian Region,Střední škola,Upper-Secondary School,4814.3,2896.4,1917.9,4555.8,258.5,SS_K,0.41,51963.4,50545.4,51382.4,1.028053987,1418
2024,Jihomoravský kraj,CZ064,South Moravian Region,Základní škola,Basic School,8631.5,7187.7,1443.8,8161.9,469.6,ZS_SEN_2,0.16,50028.6,50338.4,50076.7,0.993845653,-309.8
2010,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,12181.9,9660.2,2521.7,11079.5,1102.4,ALL,0.22,23220.65,25071.7,23621.14,0.926169595,-1851.05
2011,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,12091.1,9629.6,2461.5,11092.1,999,ALL,0.21,24347.46,25995.37,24693.42,0.936607482,-1647.91
2010,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,3052.6,1809,1243.6,2717.4,335.2,SS_VOS_K,0.35,25722.85,26679.92,26059.56,0.964127825,-957.07
2010,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,3715.8,3098.7,617.1,3393,322.8,ZS_SEN_1,0.14,23843.7,23871.83,23847.67,0.998821502,-28.13
2010,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,1578.9,1576.2,2.7,1459.9,119,MS,0,18845.02,,18837.73,,
2011,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,1641.3,1637.8,3.5,1501.5,139.8,MS,0,19602.63,,19596.92,,
2011,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2971.8,1763.4,1208.4,2677.6,294.2,SS_VOS_K,0.35,26983.92,27651.33,27218.37,0.975863058,-667.42
2012,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,1717.5,1713.9,3.6,1546.8,170.7,MS,0,21303.92,,21298.67,,
2012,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,12028.3,9652.3,2376,10920.6,1107.7,ALL,0.2,24910.56,26414.62,25213.85,0.943059575,-1504.06
2012,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2881.1,1718.8,1162.3,2526.7,354.4,SS_VOS_K,0.34,26790.31,27499.81,27032.56,0.974199918,-709.5
2012,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,3655.5,3074.3,581.2,3367.8,287.7,ZS_SEN_1,0.14,25568.29,25269.24,25525.92,1.011834297,299.04
2013,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,1788.8,1782.1,6.7,1636.3,152.5,MS,0,21368.09,,21364.53,,
2013,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,11902.7,9594.6,2308.1,10979.7,923,ALL,0.2,25109.37,26769.9,25441.06,0.937970263,-1660.53
2013,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2744.7,1647.6,1097.1,2470.3,274.4,SS_VOS_K,0.34,27100.31,28002.4,27404.62,0.967785315,-902.09
2013,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,3619.2,3041.3,577.9,3375,244.2,ZS_SEN_1,0.14,25816.05,25677.7,25796.56,1.00538798,138.35
2014,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,1823.3,1814,9.3,1670,153.3,MS,0,21868.12,,21860.53,,
2014,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,11908.7,9614,2294.7,11068.2,840.5,ALL,0.19,25519.76,27139.27,25833.82,0.940326081,-1619.51
2014,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2646.7,1594.1,1052.6,2423.8,222.9,SS_VOS_K,0.34,27425.62,28070.88,27648.23,0.977013119,-645.26
2014,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,3657.5,3064.8,592.7,3427.5,230,ZS_SEN_1,0.14,26313.36,26145.55,26290.49,1.006418201,167.81
2015,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,1850.1,1838.5,11.6,1714.2,135.9,MS,0,21868.12,,21860.53,,
2015,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,11920,9690.5,2229.5,11210.9,709.1,ALL,0.19,25519.76,27139.27,25833.82,0.940326081,-1619.51
2015,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2578.7,1575.6,1003.1,2381.2,197.5,SS_VOS_K,0.34,27425.62,28070.88,27648.23,0.977013119,-645.26
2015,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,3680.8,3097.1,583.7,3497.1,183.7,ZS_SEN_1,0.14,26313.36,26145.55,26290.49,1.006418201,167.81
2016,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,1847.9,1837.5,10.4,1792,55.9,MS,0,23765,,23754,,
2016,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,11973.6,9749.1,2224.5,11618.2,355.4,ALL,0.19,27739,29397,28055,0.943599687,-1658
2016,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2538.4,1562.4,976,2454,84.4,SS_VOS_K,0.34,29502,30619,29881,0.963519383,-1117
2016,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,3729,3132.6,596.4,3622.8,106.2,ZS_SEN_1,0.14,28680,28587,28667,1.003253227,93
2017,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,1838.9,1826.1,12.8,1797.3,41.6,PV_MS_PT,0.01,25701.5,23334.41,25686.93,1.101441669,2367.08
2017,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,12092.9,9901.7,2191.2,11780.3,312.6,ALL,0.2,29971.81,31507.79,30279.13,0.95125098,-1535.97
2017,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2516.9,1556.8,960.1,2448.2,68.7,SS_K,0.38,31424.17,31627.69,31502,0.993565219,-203.52
2017,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,3810.3,3221.3,589,3709.7,100.6,ZS_SEN_2,0.14,31305.86,31279.64,31302.23,1.000838123,26.22
2018,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,1851.3,1841.3,10,1811,40.3,PV_MS_PT,0.01,28397.9,26457.9,28386.6,1.073324036,1940
2018,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,12224.1,9999.3,2224.8,11914,310.1,ALL,0.2,33121.9,34766.7,33450.6,0.952690362,-1644.8
2018,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2520.3,1568.7,951.6,2458.1,62.2,SS_K,0.38,34794.1,34895.2,34832.9,0.997102753,-101.1
2018,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,3870,3261.3,608.7,3766.6,103.4,ZS_SEN_2,0.14,34554.5,34383.8,34530.6,1.004964547,170.7
2019,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,1869.7,1859.7,10,1826.7,43,PV_MS_PT,0.01,32579.4,32462,32578.7,1.003616536,117.4
2019,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,12361.4,10124.4,2237,12024.2,337.2,ALL,0.18,38450,39605.5,38660.5,0.970824759,-1155.5
2019,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2533.3,1566.8,966.5,2471.9,61.4,SS_K,0.39,40020.9,39636.3,39871.9,1.009703227,384.6
2019,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,3926.9,3315.5,611.4,3810.9,116,ZS_SEN_2,0.14,39710.6,39633.2,39699.9,1.001952908,77.4
2020,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,2015.9,2005,10.9,1921.1,94.8,PV_MS_PT,0.01,35374.6,35269.7,35373.9,1.002974224,104.9
2020,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,12827.2,10546.2,2281,12350.4,476.8,ALL,0.18,42557.2,43597.2,42742.6,0.976145257,-1040
2020,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2575.5,1586.9,988.6,2523.8,51.7,SS_K,0.38,44489.3,43136.5,43975.8,1.031360912,1352.8
2020,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,4066.1,3443.3,622.8,3901.1,165,ZS_SEN_2,0.14,44023.4,43931.7,44010.6,1.002087331,91.7
2021,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,2093.6,2076.9,16.7,1984.2,109.4,PV_MS_PT,0.01,37596,38983.4,37606.5,0.964410493,-1387.4
2021,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,13327.6,10909.2,2418.4,12806.4,521.2,ALL,0.18,45792.7,47324,46069.2,0.967642211,-1531.3
2021,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2645.5,1624.3,1021.2,2572.7,72.8,SS_K,0.38,48572.4,47140.2,48026.5,1.030381712,1432.2
2021,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,4240.2,3568.2,672,4070.7,169.5,ZS_SEN_2,0.14,47372.1,47261.9,47356.3,1.002331688,110.2
2022,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,2134.3,2119.4,14.9,2024.6,109.7,PV_MS_PT,0.01,37699.2,40342.3,37717.4,0.93448316,-2643.1
2022,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,13584.1,11068,2516.1,13020.5,563.6,ALL,0.19,46076.3,47489.5,46339.1,0.970241843,-1413.2
2022,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2710.5,1664.1,1046.4,2627.7,82.8,SS_K,0.39,48952.9,47235.3,48285.3,1.036362636,1717.6
2022,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,4310,3603.6,706.4,4124.7,185.3,ZS_SEN_2,0.15,47582.1,47454.9,47563.5,1.00268044,127.2
2023,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,2184.6,2168.1,16.5,2067.3,117.3,PV_MS_PT,0.01,39001.8,40014.3,39007.6,0.974696546,-1012.5
2023,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,13969.5,11384.6,2584.9,13296.3,673.2,ALL,0.2,46966.4,49118.9,47400.8,0.956177765,-2152.5
2023,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2782.9,1707.7,1075.2,2683,99.9,SS_K,0.39,50565.2,48843.1,49887.1,1.035257795,1722.1
2023,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,4438.9,3711.7,727.2,4212.6,226.3,ZS_SEN_2,0.15,49181.2,48903.9,49140.5,1.005670304,277.3
2024,Olomoucký kraj,CZ071,Olomouc Region,Mateřská škola,Nursery School,2211.6,2195,16.6,2123.5,88.1,PV_MS_PT,0.01,39177.2,38228.2,39171,1.024824606,949
2024,Olomoucký kraj,CZ071,Olomouc Region,Regionální školství,All Schools,14267.5,11622.3,2645.2,13595.3,672.2,ALL,0.2,47415.6,49998,47935.6,0.948349934,-2582.4
2024,Olomoucký kraj,CZ071,Olomouc Region,Střední škola,Upper-Secondary School,2919.2,1776,1143.2,2806.5,112.7,SS_K,0.4,51236.6,49791.9,50658,1.029014759,1444.7
2024,Olomoucký kraj,CZ071,Olomouc Region,Základní škola,Basic School,4495.8,3777.6,718.2,4261.6,234.2,ZS_SEN_2,0.14,49548.5,49462.5,49536.1,1.001738691,86
2010,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,11317.6,8714,2603.6,10281,1036.6,ALL,0.23,22746.54,24673.3,23195.62,0.921909204,-1926.76
2011,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,11249.9,8784,2465.9,10286.2,963.7,ALL,0.22,23939.47,25601.61,24308.7,0.935076661,-1662.14
2010,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2803.7,1537.2,1266.5,2540.9,262.8,SS_VOS_K,0.39,25088.71,26508.47,25640.1,0.946441213,-1419.76
2010,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3474.2,2842.6,631.6,3123.2,351,ZS_SEN_1,0.15,23471.66,24001.1,23549.91,0.977941171,-529.44
2010,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1419.8,1417.8,2,1356.8,63,MS,0,18485.57,,18478.89,,
2011,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1463.4,1461.4,2,1395.1,68.3,MS,0,19551.63,,19545.3,,
2011,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2725.6,1534.8,1190.8,2486.3,239.3,SS_VOS_K,0.39,26314.41,27073.75,26609.97,0.971952847,-759.34
2012,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1506,1504,2,1436.1,69.9,MS,0,22150.9,,22148.53,,
2012,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,11112.9,8743,2369.9,10143.7,969.2,ALL,0.22,24675.65,25875.19,24933.76,0.953641589,-1199.53
2012,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2587.4,1463,1124.4,2361.1,226.3,SS_VOS_K,0.38,26010.06,26783,26304.54,0.971140553,-772.94
2012,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3438.5,2851,587.5,3105.6,332.9,ZS_SEN_1,0.15,25138.32,25468.97,25187.84,0.987017784,-330.64
2013,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1549.3,1543.9,5.4,1473.8,75.5,MS,0.01,21977.76,,21975.86,,
2013,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,10948.3,8658,2290.3,10129.6,818.7,ALL,0.21,24542.06,25843.86,24809.88,0.949628523,-1301.79
2013,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2415.5,1389.3,1026.2,2226.2,189.3,SS_VOS_K,0.38,25757.72,26615.64,26083.79,0.967766521,-857.91
2013,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3421.6,2826,595.6,3147.2,274.4,ZS_SEN_1,0.14,25207.41,25682.81,25275.21,0.981489583,-475.4
2014,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1591.6,1584.6,7,1523.1,68.5,MS,0.01,22328.74,,22327.41,,
2014,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,10896.9,8680.4,2216.5,10185.5,711.4,ALL,0.2,25102.88,26499.84,25387.37,0.947284147,-1396.96
2014,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2292.5,1320.2,972.3,2150.6,141.9,SS_VOS_K,0.38,26735.54,27443.9,27005.84,0.97418889,-708.36
2014,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3432.6,2848.4,584.2,3182.8,249.8,ZS_SEN_1,0.14,25726.91,25850.77,25744.45,0.995208651,-123.86
2015,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1611.8,1605.8,6,1568.1,43.7,MS,0.01,22328.74,,22327.41,,
2015,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,10884.4,8709.8,2174.6,10362.9,521.5,ALL,0.2,25102.88,26499.84,25387.37,0.947284147,-1396.96
2015,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2222.7,1285,937.7,2110.1,112.6,SS_VOS_K,0.38,26735.54,27443.9,27005.84,0.97418889,-708.36
2015,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3449.4,2867.8,581.6,3267.4,182,ZS_SEN_1,0.14,25726.91,25850.77,25744.45,0.995208651,-123.86
2016,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1627.9,1622.9,5,1600.5,27.4,MS,0.01,23514,,23519,,
2016,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,10973,8782,2191,10677.4,295.6,ALL,0.2,27030,28516,27327,0.947888904,-1486
2016,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2217.2,1270.3,946.9,2157.3,59.9,SS_VOS_K,0.38,28956,29390,29122,0.985233072,-434
2016,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3490.3,2907,583.3,3386.4,103.9,ZS_SEN_1,0.14,28036,28196,28059,0.994325436,-160
2017,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1629.9,1621.9,8,1612.6,17.3,PV_MS_PT,0.01,25182.79,25844.36,25187.78,0.974401878,-661.57
2017,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,10994.2,8863.9,2130.3,10768.4,225.8,ALL,0.21,29145.6,30578.97,29450.63,0.953125722,-1433.37
2017,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2200.7,1269.1,931.6,2160.9,39.8,SS_K,0.43,30793.75,31166.76,30955.91,0.988031805,-373.01
2017,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3511.5,2949.6,561.9,3427.2,84.3,ZS_SEN_2,0.14,30455.11,30530.68,30465.59,0.99752468,-75.57
2018,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1639,1629,10,1618.8,20.2,PV_MS_PT,0.01,27837.8,26580.7,27830,1.047293713,1257.1
2018,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,11094.7,8925.3,2169.4,10846.4,248.3,ALL,0.21,32373.6,33971.9,32714.4,0.952952293,-1598.3
2018,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2223.7,1284,939.7,2180.3,43.4,SS_K,0.43,34219.1,34602,34383.8,0.988934166,-382.9
2018,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3546.8,2968.3,578.5,3454.5,92.3,ZS_SEN_2,0.14,33807.1,33753,33799.6,1.00160282,54.1
2019,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1634,1624,10,1621.3,12.7,PV_MS_PT,0.01,32438.7,33152.7,32443.3,0.978463293,-714
2019,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,11223.4,9052.4,2171,10953.2,270.2,ALL,0.19,38070.1,39337.8,38310.6,0.967773999,-1267.7
2019,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2225.2,1302.5,922.7,2181.2,44,SS_K,0.43,40017.6,40075.9,40042.7,0.99854526,-58.3
2019,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3614.1,3027.9,586.2,3508.4,105.7,ZS_SEN_2,0.14,39275.1,39496.1,39305.5,0.994404511,-221
2020,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1714.5,1705.5,9,1697.5,17,PV_MS_PT,0,34836.1,37996.2,34850.7,0.916831157,-3160.1
2020,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,11560.4,9360.9,2199.5,11254.6,305.8,ALL,0.19,42684.5,44083.2,42954.9,0.96827136,-1398.7
2020,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2268.1,1322.2,945.9,2221.8,46.3,SS_K,0.43,45364.2,44384.8,44941.2,1.022066113,979.4
2020,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3718.3,3124,594.3,3597.1,121.2,ZS_SEN_2,0.15,44106.4,43878.4,44073.2,1.005196179,228
2021,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1747.3,1739.7,7.6,1718.8,28.5,PV_MS_PT,0.01,36993.7,41639.3,37020.2,0.888432322,-4645.6
2021,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,11958.2,9634.5,2323.7,11570.4,387.8,ALL,0.19,46044.1,47574.5,46339.4,0.967831506,-1530.4
2021,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2359,1365.2,993.8,2290.7,68.3,SS_K,0.42,49541.3,48411.7,49062.1,1.023333203,1129.6
2021,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3859,3226.3,632.7,3713.5,145.5,ZS_SEN_2,0.15,47704.5,47168.5,47624.9,1.011363516,536
2022,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1786.2,1775.9,10.3,1749.4,36.8,PV_MS_PT,0.01,37199.6,42818.8,37227.9,0.868767924,-5619.2
2022,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,12166.7,9788.2,2378.5,11728.5,438.2,ALL,0.19,45997.6,48453.3,46471.3,0.949318209,-2455.7
2022,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2380.7,1373.8,1006.9,2309.3,71.4,SS_K,0.43,49785.4,49510.9,49668.7,1.005544234,274.5
2022,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,3927.3,3277.8,649.5,3762.3,165,ZS_SEN_2,0.15,47587.6,48038.1,47654.5,0.990622027,-450.5
2023,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1839.1,1828.7,10.4,1790.4,48.7,PV_MS_PT,0.01,38640.3,42360,38688.1,0.912188385,-3719.7
2023,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,12457.1,10093.6,2363.5,11988,469.1,ALL,0.21,46778.9,49666.8,47396.3,0.941854519,-2887.9
2023,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2407.5,1409.8,997.7,2340.1,67.4,SS_K,0.43,51457.1,50302.2,50964.1,1.022959234,1154.9
2023,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,4038.4,3387.9,650.5,3861.9,176.5,ZS_SEN_2,0.15,48915.2,49197.2,48956.8,0.994267966,-282
2024,Zlínský kraj,CZ072,Zlín Region,Mateřská škola,Nursery School,1859,1848.4,10.6,1827.9,31.1,PV_MS_PT,0.01,39260.2,38762.2,39256,1.012847568,498
2024,Zlínský kraj,CZ072,Zlín Region,Regionální školství,All Schools,12615.3,10206,2409.3,12198.5,416.8,ALL,0.21,47516.1,50477.2,48143.3,0.941337871,-2961.1
2024,Zlínský kraj,CZ072,Zlín Region,Střední škola,Upper-Secondary School,2479.5,1442.6,1036.9,2421.2,58.3,SS_K,0.43,52351.1,51305,51906.4,1.020389826,1046.1
2024,Zlínský kraj,CZ072,Zlín Region,Základní škola,Basic School,4069,3414.6,654.4,3905.3,163.7,ZS_SEN_2,0.14,49455.5,49672.7,49486.5,0.995627377,-217.2
2010,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Regionální školství,All Schools,23438,18933.8,4504.2,21023.2,2414.8,ALL,0.19,23352.4,24717.37,23618.18,0.944777068,-1364.97
2010,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Střední škola,Upper-Secondary School,5711.2,3548.3,2162.9,5205.3,505.9,SS_VOS_K,0.31,25519.15,26052.07,25686.81,0.979543971,-532.92
2010,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Základní škola,Basic School,7230.2,6122.1,1108.1,6430.9,799.3,ZS_SEN_1,0.13,24330.19,24068.01,24296.39,1.010893681,262.19
2010,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Mateřská škola,Nursery School,2927.8,2922.8,5,2637.3,290.5,MS,0,18780.79,,18773,,
2011,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Mateřská škola,Nursery School,3047.8,3040.5,7.3,2719.8,328,MS,0,20027.89,,20024.45,,
2011,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Regionální školství,All Schools,23059.5,18671.1,4388.4,20832.8,2226.7,ALL,0.19,24429.2,25845.74,24697.44,0.945192629,-1416.54
2011,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Střední škola,Upper-Secondary School,5533.8,3444.1,2089.7,5068.2,465.6,SS_VOS_K,0.32,26779.26,27357.54,26966.53,0.978862135,-578.28
2012,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Mateřská škola,Nursery School,3148.1,3142.1,6,2743.4,404.7,MS,0,22399.78,,22393.66,,
2012,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Regionální školství,All Schools,22774.7,18562,4212.7,20303.1,2471.6,ALL,0.18,25283.27,26149.78,25439.95,0.966863723,-866.51
2012,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Střední škola,Upper-Secondary School,5281.4,3282.2,1999.2,4755.5,525.9,SS_VOS_K,0.32,26571.49,26727.04,26621.29,0.99417986,-155.56
2012,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Základní škola,Basic School,6996.1,5953,1043.1,6237.5,758.6,ZS_SEN_1,0.13,26064.62,25916.59,26044.83,1.005711545,148.02
2013,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Mateřská škola,Nursery School,3217.9,3199.8,18.1,2850.5,367.4,MS,0,22692.37,,22686.78,,
2013,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Regionální školství,All Schools,22272.5,18231.1,4041.4,20359.9,1912.6,ALL,0.18,25443.34,26368.98,25605.36,0.964896807,-925.64
2013,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Střední škola,Upper-Secondary School,4897.5,3061.9,1835.6,4581.2,316.3,SS_VOS_K,0.31,26790.22,27111.41,26890.52,0.988152978,-321.19
2013,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Základní škola,Basic School,6908.5,5867.8,1040.7,6300.1,608.4,ZS_SEN_1,0.13,26251.79,26122.39,26234.47,1.004953374,129.39
2014,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Mateřská škola,Nursery School,3270.1,3256.4,13.7,2933.7,336.4,MS,0,23015.44,,23009.7,,
2014,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Regionální školství,All Schools,22121,18121.1,3999.9,20451.5,1669.5,ALL,0.17,25831.54,26696.14,25980.4,0.967613007,-864.61
2014,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Střední škola,Upper-Secondary School,4681,2893.5,1787.5,4413.7,267.3,SS_VOS_K,0.31,27081.7,27521.84,27218.81,0.984007486,-440.14
2014,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Základní škola,Basic School,6915.9,5872.5,1043.4,6387,528.9,ZS_SEN_1,0.13,26731.29,26543.59,26706.44,1.007071636,187.71
2015,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Mateřská škola,Nursery School,3312.2,3295.3,16.9,3032.5,279.7,MS,0,23015.44,,23009.7,,
2015,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,Regionální školství,All Schools,22113.7,18144.6,3969.1,20789.9,1323.8,ALL,0.17,25831.54,26696.14,25980.4,0.967613007,-864.61
