year,school_type,school_cluster_code,school_type_en,cznuts_cz,cznuts3,cznuts_en,men_percent,salary_women,salary_men,salary_total,salary_proportion_m_w,paygap_w_m
2010,Total,ALL,All Schools,Česká republika,CZ0,Czech Republic,0.21,"23,339.29","25,009.97","23,695.08",0.93,"-1,670.68"
2010,ZS,ZS_SEN_1,Basic School,Česká republika,CZ0,Czech Republic,0.14,"24,043.68","24,100.24","24,051.37",1,-56.56
2010,MS,MS,Nursery School,Česká republika,CZ0,Czech Republic,0,"18,893.43","16,659.69","18,888.61",,
2010,SS,SS_VOS_K,Upper-Secondary School,Česká republika,CZ0,Czech Republic,0.36,"25,894.01","26,506.26","26,111.66",0.98,-612.25
2010,Total,ALL,All Schools,Hlavní město Praha,CZ010,Prague,0.2,"23,951.79","26,142.07","24,397.11",0.92,"-2,190.28"
2010,ZS,ZS_SEN_1,Basic School,Hlavní město Praha,CZ010,Prague,0.12,"23,978.09","23,485.05","23,916.80",1.02,493.03
2010,MS,MS,Nursery School,Hlavní město Praha,CZ010,Prague,0,"18,831.86",,"18,821.46",,
2010,SS,SS_VOS_K,Upper-Secondary School,Hlavní město Praha,CZ010,Prague,0.33,"27,445.61","27,542.14","27,477.54",1,-96.53
2010,Total,ALL,All Schools,Středočeský kraj,CZ020,Central Bohemian Region,0.19,"23,602.10","25,127.34","23,887.17",0.94,"-1,525.24"
2010,ZS,ZS_SEN_1,Basic School,Středočeský kraj,CZ020,Central Bohemian Region,0.11,"24,605.38","24,522.52","24,595.89",1,82.86
2010,MS,MS,Nursery School,Středočeský kraj,CZ020,Central Bohemian Region,0,"19,068.65",,"19,065.82",,
2010,SS,SS_VOS_K,Upper-Secondary School,Středočeský kraj,CZ020,Central Bohemian Region,0.34,"25,899.57","26,487.88","26,101.86",0.98,-588.31
2010,Total,ALL,All Schools,Jihočeský kraj,CZ031,South Bohemian Region,0.24,"23,352.72","25,076.56","23,763.98",0.93,"-1,723.84"
2010,ZS,ZS_SEN_1,Basic School,Jihočeský kraj,CZ031,South Bohemian Region,0.15,"24,156.17","24,643.37","24,228.29",0.98,-487.21
2010,MS,MS,Nursery School,Jihočeský kraj,CZ031,South Bohemian Region,0,"19,561.04",,"19,559.05",,
2010,SS,SS_VOS_K,Upper-Secondary School,Jihočeský kraj,CZ031,South Bohemian Region,0.37,"25,432.25","26,607.38","25,867.96",0.96,"-1,175.13"
2010,Total,ALL,All Schools,Plzeňský kraj,CZ032,Plzeň Region,0.21,"23,480.39","24,854.24","23,763.98",0.94,"-1,373.85"
2010,ZS,ZS_SEN_1,Basic School,Plzeňský kraj,CZ032,Plzeň Region,0.12,"24,381.90","24,380.82","24,381.76",1,1.08
2010,MS,MS,Nursery School,Plzeňský kraj,CZ032,Plzeň Region,0,"19,009.89",,"19,016.33",,
2010,SS,SS_VOS_K,Upper-Secondary School,Plzeňský kraj,CZ032,Plzeň Region,0.34,"25,892.59","26,111.98","25,968.08",0.99,-219.39
2010,Total,ALL,All Schools,Karlovarský kraj,CZ041,Karlovy Vary Region,0.23,"23,550.15","25,239.17","23,940.16",0.93,"-1,689.03"
2010,ZS,ZS_SEN_1,Basic School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.15,"23,648.34","23,332.05","23,602.22",1.01,316.29
2010,MS,MS,Nursery School,Karlovarský kraj,CZ041,Karlovy Vary Region,0,"18,883.54",,"18,883.54",,
2010,SS,SS_VOS_K,Upper-Secondary School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.35,"26,162.82","27,145.90","26,508.16",0.96,-983.08
2010,Total,ALL,All Schools,Ústecký kraj,CZ042,Ústí nad Labem Region,0.22,"23,931.16","25,226.61","24,213.22",0.95,"-1,295.46"
2010,ZS,ZS_SEN_1,Basic School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.12,"24,286.59","23,983.79","24,248.78",1.01,302.8
2010,MS,MS,Nursery School,Ústecký kraj,CZ042,Ústí nad Labem Region,0,"19,147.48",,"19,143.93",,
2010,SS,SS_VOS_K,Upper-Secondary School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.36,"26,414.78","26,834.49","26,566.77",0.98,-419.71
2010,Total,ALL,All Schools,Liberecký kraj,CZ051,Liberec Region,0.23,"23,486.05","25,146.47","23,870.65",0.93,"-1,660.43"
2010,ZS,ZS_SEN_1,Basic School,Liberecký kraj,CZ051,Liberec Region,0.14,"24,239.54","24,301.31","24,248.03",1,-61.76
2010,MS,MS,Nursery School,Liberecký kraj,CZ051,Liberec Region,0,"19,384.12",,"19,384.12",,
2010,SS,SS_VOS_K,Upper-Secondary School,Liberecký kraj,CZ051,Liberec Region,0.4,"25,360.13","26,149.36","25,672.53",0.97,-789.23
2010,Total,ALL,All Schools,Královéhradecký kraj,CZ052,Hradec Králové Region,0.23,"22,984.40","24,575.37","23,355.53",0.94,"-1,590.98"
2010,ZS,ZS_SEN_1,Basic School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.15,"23,658.64","23,895.55","23,694.06",0.99,-236.92
2010,MS,MS,Nursery School,Královéhradecký kraj,CZ052,Hradec Králové Region,0,"18,519.37",,"18,511.15",,
2010,SS,SS_VOS_K,Upper-Secondary School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.4,"25,773.43","26,291.39","25,981.13",0.98,-517.96
2010,Total,ALL,All Schools,Pardubický kraj,CZ053,Pardubice Region,0.23,"22,882.36","24,743.40","23,309.88",0.92,"-1,861.03"
2010,ZS,ZS_SEN_1,Basic School,Pardubický kraj,CZ053,Pardubice Region,0.15,"23,623.07","24,017.04","23,681.88",0.98,-393.97
2010,MS,MS,Nursery School,Pardubický kraj,CZ053,Pardubice Region,0,"18,620.25",,"18,611.54",,
2010,SS,SS_VOS_K,Upper-Secondary School,Pardubický kraj,CZ053,Pardubice Region,0.37,"25,403.02","25,915.20","25,590.11",0.98,-512.18
2010,Total,ALL,All Schools,Kraj Vysočina,CZ063,Vysočina Region,0.23,"22,950.32","24,863.47","23,394.70",0.92,"-1,913.15"
2010,ZS,ZS_SEN_1,Basic School,Kraj Vysočina,CZ063,Vysočina Region,0.15,"23,776.07","24,188.57","23,838.23",0.98,-412.5
2010,MS,MS,Nursery School,Kraj Vysočina,CZ063,Vysočina Region,0,"18,770.93",,"18,780.34",,
2010,SS,SS_VOS_K,Upper-Secondary School,Kraj Vysočina,CZ063,Vysočina Region,0.39,"25,758.58","26,662.36","26,107.06",0.97,-903.78
2010,Total,ALL,All Schools,Jihomoravský kraj,CZ064,South Moravian Region,0.2,"22,817.89","24,496.69","23,154.53",0.93,"-1,678.80"
2010,ZS,ZS_SEN_1,Basic School,Jihomoravský kraj,CZ064,South Moravian Region,0.15,"23,729.99","24,249.57","23,808.29",0.98,-519.57
2010,MS,MS,Nursery School,Jihomoravský kraj,CZ064,South Moravian Region,0,"18,784.27",,"18,776.14",,
2010,SS,SS_VOS_K,Upper-Secondary School,Jihomoravský kraj,CZ064,South Moravian Region,0.37,"25,105.32","25,712.67","25,327.36",0.98,-607.35
2010,Total,ALL,All Schools,Olomoucký kraj,CZ071,Olomouc Region,0.22,"23,220.65","25,071.70","23,621.14",0.93,"-1,851.05"
2010,ZS,ZS_SEN_1,Basic School,Olomoucký kraj,CZ071,Olomouc Region,0.14,"23,843.70","23,871.83","23,847.67",1,-28.13
2010,MS,MS,Nursery School,Olomoucký kraj,CZ071,Olomouc Region,0,"18,845.02",,"18,837.73",,
2010,SS,SS_VOS_K,Upper-Secondary School,Olomoucký kraj,CZ071,Olomouc Region,0.35,"25,722.85","26,679.92","26,059.56",0.96,-957.07
2010,Total,ALL,All Schools,Zlínský kraj,CZ072,Zlín Region,0.23,"22,746.54","24,673.30","23,195.62",0.92,"-1,926.76"
2010,ZS,ZS_SEN_1,Basic School,Zlínský kraj,CZ072,Zlín Region,0.15,"23,471.66","24,001.10","23,549.91",0.98,-529.44
2010,MS,MS,Nursery School,Zlínský kraj,CZ072,Zlín Region,0,"18,485.57",,"18,478.89",,
2010,SS,SS_VOS_K,Upper-Secondary School,Zlínský kraj,CZ072,Zlín Region,0.39,"25,088.71","26,508.47","25,640.10",0.95,"-1,419.76"
2010,Total,ALL,All Schools,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.19,"23,352.40","24,717.37","23,618.18",0.94,"-1,364.97"
2010,ZS,ZS_SEN_1,Basic School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.13,"24,330.19","24,068.01","24,296.39",1.01,262.19
2010,MS,MS,Nursery School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0,"18,780.79",,"18,773.00",,
2010,SS,SS_VOS_K,Upper-Secondary School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.31,"25,519.15","26,052.07","25,686.81",0.98,-532.92
2011,Total,ALL,All Schools,Česká republika,CZ0,Czech Republic,0.21,"24,413.53","25,977.69","24,736.72",0.94,"-1,564.16"
2011,ZS,ZS_SEN_1,Basic School,Česká republika,CZ0,Czech Republic,0.15,"25,344.95","25,428.87","25,357.60",1,-83.93
2011,ZS,ZS_SEN_1,Basic School,Hlavní město Praha,CZ010,Prague,0.17,"25,963.04","25,681.64","25,916.22",1.01,281.4
2011,MS,MS,Nursery School,Česká republika,CZ0,Czech Republic,0,"19,747.22",,"19,742.05",,
2011,SS,SS_VOS_K,Upper-Secondary School,Česká republika,CZ0,Czech Republic,0.36,"27,042.95","27,383.53","27,164.98",0.99,-340.58
2011,Total,ALL,All Schools,Hlavní město Praha,CZ010,Prague,0.2,"25,401.63","27,223.54","25,761.94",0.93,"-1,821.90"
2011,ZS,ZS_SEN_1,Basic School,Středočeský kraj,CZ020,Central Bohemian Region,0.12,"25,567.13","25,504.42","25,559.44",1,62.71
2011,ZS,ZS_SEN_1,Basic School,Jihočeský kraj,CZ031,South Bohemian Region,0.17,"25,412.98","25,703.82","25,462.33",0.99,-290.84
2011,MS,MS,Nursery School,Hlavní město Praha,CZ010,Prague,0,"19,970.44",,"19,949.73",,
2011,SS,SS_VOS_K,Upper-Secondary School,Hlavní město Praha,CZ010,Prague,0.32,"28,693.92","28,602.54","28,664.66",1,91.38
2011,Total,ALL,All Schools,Středočeský kraj,CZ020,Central Bohemian Region,0.18,"24,397.67","26,008.93","24,683.16",0.94,"-1,611.26"
2011,ZS,ZS_SEN_1,Basic School,Plzeňský kraj,CZ032,Plzeň Region,0.13,"25,173.78","25,493.38","25,215.14",0.99,-319.59
2011,ZS,ZS_SEN_1,Basic School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.15,"24,663.36","24,868.27","24,693.78",0.99,-204.91
2011,MS,MS,Nursery School,Středočeský kraj,CZ020,Central Bohemian Region,0,"19,593.15",,"19,587.89",,
2011,SS,SS_VOS_K,Upper-Secondary School,Středočeský kraj,CZ020,Central Bohemian Region,0.35,"26,811.47","27,120.97","26,920.23",0.99,-309.49
2011,Total,ALL,All Schools,Jihočeský kraj,CZ031,South Bohemian Region,0.23,"24,407.91","25,981.11","24,772.99",0.94,"-1,573.21"
2011,ZS,ZS_SEN_1,Basic School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.14,"26,277.47","25,945.17","26,232.21",1.01,332.29
2011,ZS,ZS_SEN_1,Basic School,Liberecký kraj,CZ051,Liberec Region,0.15,"25,483.68","25,661.19","25,510.01",0.99,-177.52
2011,MS,MS,Nursery School,Jihočeský kraj,CZ031,South Bohemian Region,0,"20,360.80",,"20,357.52",,
2011,SS,SS_VOS_K,Upper-Secondary School,Jihočeský kraj,CZ031,South Bohemian Region,0.38,"26,457.45","27,397.05","26,812.22",0.97,-939.6
2011,Total,ALL,All Schools,Plzeňský kraj,CZ032,Plzeň Region,0.2,"24,091.64","25,727.68","24,411.50",0.94,"-1,636.04"
2011,ZS,ZS_SEN_1,Basic School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.17,"24,897.42","25,027.35","24,919.02",0.99,-129.93
2011,ZS,ZS_SEN_1,Basic School,Pardubický kraj,CZ053,Pardubice Region,0.17,"25,118.91","25,707.51","25,216.10",0.98,-588.61
2011,MS,MS,Nursery School,Plzeňský kraj,CZ032,Plzeň Region,0,"19,554.86",,"19,559.38",,
2011,SS,SS_VOS_K,Upper-Secondary School,Plzeňský kraj,CZ032,Plzeň Region,0.35,"26,567.26","27,024.26","26,725.99",0.98,-457
2011,Total,ALL,All Schools,Karlovarský kraj,CZ041,Karlovy Vary Region,0.21,"24,381.70","26,217.74","24,766.68",0.93,"-1,836.04"
2011,ZS,ZS_SEN_1,Basic School,Kraj Vysočina,CZ063,Vysočina Region,0.16,"24,768.11","25,259.17","24,847.77",0.98,-491.06
2011,ZS,ZS_SEN_1,Basic School,Jihomoravský kraj,CZ064,South Moravian Region,0.17,"25,123.09","25,635.92","25,208.27",0.98,-512.83
2011,MS,MS,Nursery School,Karlovarský kraj,CZ041,Karlovy Vary Region,0,"19,832.45",,"19,825.88",,
2011,SS,SS_VOS_K,Upper-Secondary School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.35,"27,449.62","28,209.00","27,715.88",0.97,-759.38
2011,Total,ALL,All Schools,Ústecký kraj,CZ042,Ústí nad Labem Region,0.22,"25,275.19","26,037.33","25,440.73",0.97,-762.13
2011,ZS,ZS_SEN_1,Basic School,Olomoucký kraj,CZ071,Olomouc Region,0.15,"25,168.21","25,128.64","25,162.45",1,39.56
2011,ZS,ZS_SEN_1,Basic School,Zlínský kraj,CZ072,Zlín Region,0.15,"24,780.93","25,187.39","24,841.83",0.98,-406.46
2011,MS,MS,Nursery School,Ústecký kraj,CZ042,Ústí nad Labem Region,0,"19,928.55",,"19,921.66",,
2011,SS,SS_VOS_K,Upper-Secondary School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.37,"27,822.49","27,432.89","27,677.56",1.01,389.6
2011,Total,ALL,All Schools,Liberecký kraj,CZ051,Liberec Region,0.23,"24,462.50","26,018.38","24,813.89",0.94,"-1,555.88"
2011,ZS,ZS_SEN_1,Basic School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.14,"25,335.52","24,929.58","25,277.84",1.02,405.94
2011,MS,MS,Nursery School,Liberecký kraj,CZ051,Liberec Region,0,"20,180.71",,"20,182.59",,
2011,SS,SS_VOS_K,Upper-Secondary School,Liberecký kraj,CZ051,Liberec Region,0.4,"26,521.79","27,050.39","26,735.01",0.98,-528.6
2011,Total,ALL,All Schools,Královéhradecký kraj,CZ052,Hradec Králové Region,0.22,"23,849.23","25,483.26","24,204.20",0.94,"-1,634.02"
2011,MS,MS,Nursery School,Královéhradecký kraj,CZ052,Hradec Králové Region,0,"19,365.77",,"19,362.94",,
2011,SS,SS_VOS_K,Upper-Secondary School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.39,"26,379.59","26,846.76","26,563.98",0.98,-467.17
2011,Total,ALL,All Schools,Pardubický kraj,CZ053,Pardubice Region,0.23,"24,071.04","25,807.57","24,463.40",0.93,"-1,736.53"
2011,MS,MS,Nursery School,Pardubický kraj,CZ053,Pardubice Region,0,"19,278.31",,"19,268.29",,
2011,SS,SS_VOS_K,Upper-Secondary School,Pardubický kraj,CZ053,Pardubice Region,0.37,"26,712.95","27,112.80","26,860.76",0.99,-399.85
2011,Total,ALL,All Schools,Kraj Vysočina,CZ063,Vysočina Region,0.22,"23,769.79","25,519.90","24,161.26",0.93,"-1,750.10"
2011,MS,MS,Nursery School,Kraj Vysočina,CZ063,Vysočina Region,0,"19,645.81",,"19,657.62",,
2011,SS,SS_VOS_K,Upper-Secondary School,Kraj Vysočina,CZ063,Vysočina Region,0.39,"26,430.60","26,910.84","26,617.33",0.98,-480.24
2011,Total,ALL,All Schools,Jihomoravský kraj,CZ064,South Moravian Region,0.21,"23,986.57","25,657.87","24,329.31",0.93,"-1,671.30"
2011,MS,MS,Nursery School,Jihomoravský kraj,CZ064,South Moravian Region,0,"19,459.84",,"19,454.94",,
2011,SS,SS_VOS_K,Upper-Secondary School,Jihomoravský kraj,CZ064,South Moravian Region,0.37,"26,561.73","26,902.02","26,688.42",0.99,-340.28
2011,Total,ALL,All Schools,Olomoucký kraj,CZ071,Olomouc Region,0.21,"24,347.46","25,995.37","24,693.42",0.94,"-1,647.91"
2011,MS,MS,Nursery School,Olomoucký kraj,CZ071,Olomouc Region,0,"19,602.63",,"19,596.92",,
2011,SS,SS_VOS_K,Upper-Secondary School,Olomoucký kraj,CZ071,Olomouc Region,0.35,"26,983.92","27,651.33","27,218.37",0.98,-667.42
2011,Total,ALL,All Schools,Zlínský kraj,CZ072,Zlín Region,0.22,"23,939.47","25,601.61","24,308.70",0.94,"-1,662.14"
2011,MS,MS,Nursery School,Zlínský kraj,CZ072,Zlín Region,0,"19,551.63",,"19,545.30",,
2011,SS,SS_VOS_K,Upper-Secondary School,Zlínský kraj,CZ072,Zlín Region,0.39,"26,314.41","27,073.75","26,609.97",0.97,-759.34
2011,Total,ALL,All Schools,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.19,"24,429.20","25,845.74","24,697.44",0.95,"-1,416.54"
2011,MS,MS,Nursery School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0,"20,027.89",,"20,024.45",,
2011,SS,SS_VOS_K,Upper-Secondary School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.32,"26,779.26","27,357.54","26,966.53",0.98,-578.28
2012,Total,ALL,All Schools,Česká republika,CZ0,Czech Republic,0.2,"25,228.03","26,506.47","25,485.13",0.95,"-1,278.44"
2012,ZS,ZS_SEN_1,Basic School,Česká republika,CZ0,Czech Republic,0.15,"25,757.06","25,875.43","25,774.74",1,-118.37
2012,MS,MS,Nursery School,Česká republika,CZ0,Czech Republic,0,"22,176.42",,"22,175.51",,
2012,SS,SS_VOS_K,Upper-Secondary School,Česká republika,CZ0,Czech Republic,0.35,"27,107.06","27,477.55","27,238.21",0.99,-370.49
2012,Total,ALL,All Schools,Hlavní město Praha,CZ010,Prague,0.2,"25,998.48","27,662.86","26,329.53",0.94,"-1,664.38"
2012,ZS,ZS_SEN_1,Basic School,Hlavní město Praha,CZ010,Prague,0.16,"25,833.45","25,840.75","25,834.62",1,-7.3
2012,MS,MS,Nursery School,Hlavní město Praha,CZ010,Prague,0,"22,360.24",,"22,354.65",,
2012,SS,SS_VOS_K,Upper-Secondary School,Hlavní město Praha,CZ010,Prague,0.33,"28,903.23","28,808.02","28,871.97",1,95.21
2012,Total,ALL,All Schools,Středočeský kraj,CZ020,Central Bohemian Region,0.17,"25,474.61","26,577.07","25,664.60",0.96,"-1,102.46"
2012,ZS,ZS_SEN_1,Basic School,Středočeský kraj,CZ020,Central Bohemian Region,0.12,"26,218.49","26,445.11","26,246.73",0.99,-226.62
2012,MS,MS,Nursery School,Středočeský kraj,CZ020,Central Bohemian Region,0,"22,533.38",,"22,527.45",,
2012,SS,SS_VOS_K,Upper-Secondary School,Středočeský kraj,CZ020,Central Bohemian Region,0.35,"27,018.58","27,167.82","27,070.19",0.99,-149.24
2012,Total,ALL,All Schools,Jihočeský kraj,CZ031,South Bohemian Region,0.23,"25,023.84","26,318.72","25,315.61",0.95,"-1,294.88"
2012,ZS,ZS_SEN_1,Basic School,Jihočeský kraj,CZ031,South Bohemian Region,0.17,"25,568.00","25,931.23","25,628.86",0.99,-363.23
2012,MS,MS,Nursery School,Jihočeský kraj,CZ031,South Bohemian Region,0,"22,728.79",,"22,722.49",,
2012,SS,SS_VOS_K,Upper-Secondary School,Jihočeský kraj,CZ031,South Bohemian Region,0.38,"26,248.82","27,201.35","26,606.92",0.96,-952.53
2012,Total,ALL,All Schools,Plzeňský kraj,CZ032,Plzeň Region,0.19,"24,976.12","26,504.54","25,266.70",0.94,"-1,528.43"
2012,ZS,ZS_SEN_1,Basic School,Plzeňský kraj,CZ032,Plzeň Region,0.14,"25,698.35","25,939.32","25,730.93",0.99,-240.97
2012,MS,MS,Nursery School,Plzeňský kraj,CZ032,Plzeň Region,0,"21,602.55",,"21,609.51",,
2012,SS,SS_VOS_K,Upper-Secondary School,Plzeňský kraj,CZ032,Plzeň Region,0.34,"27,065.24","27,531.21","27,224.82",0.98,-465.97
2012,Total,ALL,All Schools,Karlovarský kraj,CZ041,Karlovy Vary Region,0.2,"25,384.85","26,681.85","25,645.46",0.95,"-1,297.00"
2012,ZS,ZS_SEN_1,Basic School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.15,"25,498.56","25,807.55","25,544.92",0.99,-308.99
2012,MS,MS,Nursery School,Karlovarský kraj,CZ041,Karlovy Vary Region,0,"22,740.55",,"22,725.44",,
2012,SS,SS_VOS_K,Upper-Secondary School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.34,"27,286.78","27,978.44","27,520.35",0.98,-691.66
2012,Total,ALL,All Schools,Ústecký kraj,CZ042,Ústí nad Labem Region,0.2,"25,971.66","26,803.06","26,140.54",0.97,-831.39
2012,ZS,ZS_SEN_1,Basic School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.14,"26,594.45","26,154.16","26,531.90",1.02,440.3
2012,MS,MS,Nursery School,Ústecký kraj,CZ042,Ústí nad Labem Region,0,"22,361.21",,"22,354.60",,
2012,SS,SS_VOS_K,Upper-Secondary School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.36,"27,684.41","28,036.48","27,810.34",0.99,-352.07
2012,Total,ALL,All Schools,Liberecký kraj,CZ051,Liberec Region,0.22,"25,562.99","26,957.15","25,867.05",0.95,"-1,394.16"
2012,ZS,ZS_SEN_1,Basic School,Liberecký kraj,CZ051,Liberec Region,0.15,"25,822.41","26,063.24","25,858.06",0.99,-240.83
2012,MS,MS,Nursery School,Liberecký kraj,CZ051,Liberec Region,0,"23,213.18",,"23,218.23",,
2012,SS,SS_VOS_K,Upper-Secondary School,Liberecký kraj,CZ051,Liberec Region,0.39,"27,213.29","27,774.25","27,430.64",0.98,-560.96
2012,Total,ALL,All Schools,Královéhradecký kraj,CZ052,Hradec Králové Region,0.21,"24,490.99","26,142.15","24,830.51",0.94,"-1,651.16"
2012,ZS,ZS_SEN_1,Basic School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.16,"25,178.20","25,557.83","25,239.93",0.99,-379.63
2012,MS,MS,Nursery School,Královéhradecký kraj,CZ052,Hradec Králové Region,0,"21,338.39",,"21,337.43",,
2012,SS,SS_VOS_K,Upper-Secondary School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.38,"26,491.52","27,179.68","26,755.02",0.97,-688.16
2012,Total,ALL,All Schools,Pardubický kraj,CZ053,Pardubice Region,0.22,"24,939.79","26,185.05","25,212.83",0.95,"-1,245.26"
2012,ZS,ZS_SEN_1,Basic School,Pardubický kraj,CZ053,Pardubice Region,0.16,"25,523.79","25,792.52","25,567.71",0.99,-268.73
2012,MS,MS,Nursery School,Pardubický kraj,CZ053,Pardubice Region,0.01,"21,939.25",,"21,937.76",,
2012,SS,SS_VOS_K,Upper-Secondary School,Pardubický kraj,CZ053,Pardubice Region,0.37,"26,606.14","27,195.46","26,822.53",0.98,-589.32
2012,Total,ALL,All Schools,Kraj Vysočina,CZ063,Vysočina Region,0.22,"24,610.61","26,243.24","24,967.12",0.94,"-1,632.64"
2012,ZS,ZS_SEN_1,Basic School,Kraj Vysočina,CZ063,Vysočina Region,0.16,"25,268.07","25,829.67","25,357.78",0.98,-561.6
2012,MS,MS,Nursery School,Kraj Vysočina,CZ063,Vysočina Region,0.01,"21,649.65",,"21,707.32",,
2012,SS,SS_VOS_K,Upper-Secondary School,Kraj Vysočina,CZ063,Vysočina Region,0.38,"26,616.51","27,308.99","26,882.61",0.97,-692.48
2012,Total,ALL,All Schools,Jihomoravský kraj,CZ064,South Moravian Region,0.21,"24,942.96","26,250.32","25,217.59",0.95,"-1,307.36"
2012,ZS,ZS_SEN_1,Basic School,Jihomoravský kraj,CZ064,South Moravian Region,0.17,"25,488.47","25,866.68","25,552.48",0.99,-378.21
2012,MS,MS,Nursery School,Jihomoravský kraj,CZ064,South Moravian Region,0,"22,078.82",,"22,074.58",,
2012,SS,SS_VOS_K,Upper-Secondary School,Jihomoravský kraj,CZ064,South Moravian Region,0.37,"27,025.18","27,222.73","27,099.02",0.99,-197.55
2012,Total,ALL,All Schools,Olomoucký kraj,CZ071,Olomouc Region,0.2,"24,910.56","26,414.62","25,213.85",0.94,"-1,504.06"
2012,ZS,ZS_SEN_1,Basic School,Olomoucký kraj,CZ071,Olomouc Region,0.14,"25,568.29","25,269.24","25,525.92",1.01,299.04
2012,MS,MS,Nursery School,Olomoucký kraj,CZ071,Olomouc Region,0,"21,303.92",,"21,298.67",,
2012,SS,SS_VOS_K,Upper-Secondary School,Olomoucký kraj,CZ071,Olomouc Region,0.34,"26,790.31","27,499.81","27,032.56",0.97,-709.5
2012,Total,ALL,All Schools,Zlínský kraj,CZ072,Zlín Region,0.22,"24,675.65","25,875.19","24,933.76",0.95,"-1,199.53"
2012,ZS,ZS_SEN_1,Basic School,Zlínský kraj,CZ072,Zlín Region,0.15,"25,138.32","25,468.97","25,187.84",0.99,-330.64
2012,MS,MS,Nursery School,Zlínský kraj,CZ072,Zlín Region,0,"22,150.90",,"22,148.53",,
2012,SS,SS_VOS_K,Upper-Secondary School,Zlínský kraj,CZ072,Zlín Region,0.38,"26,010.06","26,783.00","26,304.54",0.97,-772.94
2012,Total,ALL,All Schools,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.18,"25,283.27","26,149.78","25,439.95",0.97,-866.51
2012,ZS,ZS_SEN_1,Basic School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.13,"26,064.62","25,916.59","26,044.83",1.01,148.02
2012,MS,MS,Nursery School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0,"22,399.78",,"22,393.66",,
2012,SS,SS_VOS_K,Upper-Secondary School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.32,"26,571.49","26,727.04","26,621.29",0.99,-155.56
2013,Total,ALL,All Schools,Česká republika,CZ0,Czech Republic,0.2,"25,368.68","26,606.04","25,611.10",0.95,"-1,237.36"
2013,ZS,ZS_SEN_1,Basic School,Česká republika,CZ0,Czech Republic,0.15,"26,020.64","26,102.22","26,032.59",1,-81.58
2013,MS,MS,Nursery School,Česká republika,CZ0,Czech Republic,0,"22,364.71",,"22,361.49",,
2013,SS,SS_VOS_K,Upper-Secondary School,Česká republika,CZ0,Czech Republic,0.35,"27,162.92","27,530.75","27,291.79",0.99,-367.82
2013,Total,ALL,All Schools,Hlavní město Praha,CZ010,Prague,0.2,"26,055.40","27,730.80","26,386.26",0.94,"-1,675.40"
2013,ZS,ZS_SEN_1,Basic School,Hlavní město Praha,CZ010,Prague,0.16,"26,037.84","25,938.11","26,021.90",1,99.73
2013,MS,MS,Nursery School,Hlavní město Praha,CZ010,Prague,0,"22,429.22",,"22,420.02",,
2013,SS,SS_VOS_K,Upper-Secondary School,Hlavní město Praha,CZ010,Prague,0.33,"28,900.40","28,959.64","28,919.72",1,-59.24
2013,Total,ALL,All Schools,Středočeský kraj,CZ020,Central Bohemian Region,0.16,"25,724.26","26,741.09","25,882.93",0.96,"-1,016.83"
2013,ZS,ZS_SEN_1,Basic School,Středočeský kraj,CZ020,Central Bohemian Region,0.12,"26,791.27","26,646.05","26,773.45",1.01,145.21
2013,MS,MS,Nursery School,Středočeský kraj,CZ020,Central Bohemian Region,0,"22,702.70",,"22,699.46",,
2013,SS,SS_VOS_K,Upper-Secondary School,Středočeský kraj,CZ020,Central Bohemian Region,0.34,"27,065.27","27,223.36","27,118.81",0.99,-158.09
2013,Total,ALL,All Schools,Jihočeský kraj,CZ031,South Bohemian Region,0.22,"25,269.94","26,498.56","25,540.12",0.95,"-1,228.63"
