year,school_type,school_cluster_code,school_type_en,cznuts_cz,cznuts3,cznuts_en,men_percent,salary_women,salary_men,salary_total,salary_proportion_m_w,paygap_w_m
2016,SS,SS_VOS_K,Upper-Secondary School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.35,"29,848.00","30,021.00","29,909.00",0.99,-173
2016,Total,ALL,All Schools,Liberecký kraj,CZ051,Liberec Region,0.18,"28,291.00","29,714.00","28,544.00",0.95,"-1,423.00"
2016,ZS,ZS_SEN_1,Basic School,Liberecký kraj,CZ051,Liberec Region,0.13,"29,252.00","28,751.00","29,188.00",1.02,501
2016,MS,MS,Nursery School,Liberecký kraj,CZ051,Liberec Region,0,"24,683.00",,"24,682.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Liberecký kraj,CZ051,Liberec Region,0.37,"30,867.00","31,383.00","31,059.00",0.98,-516
2016,Total,ALL,All Schools,Královéhradecký kraj,CZ052,Hradec Králové Region,0.2,"27,400.00","29,068.00","27,732.00",0.94,"-1,668.00"
2016,ZS,ZS_SEN_1,Basic School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.15,"28,579.00","28,477.00","28,564.00",1,102
2016,MS,MS,Nursery School,Královéhradecký kraj,CZ052,Hradec Králové Region,0,"23,758.00",,"23,757.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.39,"29,267.00","30,119.00","29,600.00",0.97,-852
2016,Total,ALL,All Schools,Pardubický kraj,CZ053,Pardubice Region,0.2,"27,871.00","29,405.00","28,176.00",0.95,"-1,534.00"
2016,ZS,ZS_SEN_1,Basic School,Pardubický kraj,CZ053,Pardubice Region,0.14,"28,885.00","29,406.00","28,960.00",0.98,-521
2016,MS,MS,Nursery School,Pardubický kraj,CZ053,Pardubice Region,0.01,"24,037.00",,"24,036.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Pardubický kraj,CZ053,Pardubice Region,0.35,"29,886.00","30,453.00","30,087.00",0.98,-567
2016,Total,ALL,All Schools,Kraj Vysočina,CZ063,Vysočina Region,0.2,"27,324.00","28,909.00","27,645.00",0.95,"-1,585.00"
2016,ZS,ZS_SEN_1,Basic School,Kraj Vysočina,CZ063,Vysočina Region,0.16,"28,511.00","29,015.00","28,593.00",0.98,-504
2016,MS,MS,Nursery School,Kraj Vysočina,CZ063,Vysočina Region,0.01,"23,861.00",,"23,901.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Kraj Vysočina,CZ063,Vysočina Region,0.37,"29,315.00","29,954.00","29,553.00",0.98,-639
2016,Total,ALL,All Schools,Jihomoravský kraj,CZ064,South Moravian Region,0.19,"27,737.00","29,294.00","28,034.00",0.95,"-1,557.00"
2016,ZS,ZS_SEN_1,Basic School,Jihomoravský kraj,CZ064,South Moravian Region,0.15,"28,630.00","28,905.00","28,672.00",0.99,-275
2016,MS,MS,Nursery School,Jihomoravský kraj,CZ064,South Moravian Region,0,"24,227.00",,"24,224.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Jihomoravský kraj,CZ064,South Moravian Region,0.37,"30,005.00","30,452.00","30,170.00",0.99,-447
2016,Total,ALL,All Schools,Olomoucký kraj,CZ071,Olomouc Region,0.19,"27,739.00","29,397.00","28,055.00",0.94,"-1,658.00"
2016,ZS,ZS_SEN_1,Basic School,Olomoucký kraj,CZ071,Olomouc Region,0.14,"28,680.00","28,587.00","28,667.00",1,93
2016,MS,MS,Nursery School,Olomoucký kraj,CZ071,Olomouc Region,0,"23,765.00",,"23,754.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Olomoucký kraj,CZ071,Olomouc Region,0.34,"29,502.00","30,619.00","29,881.00",0.96,"-1,117.00"
2016,Total,ALL,All Schools,Zlínský kraj,CZ072,Zlín Region,0.2,"27,030.00","28,516.00","27,327.00",0.95,"-1,486.00"
2016,ZS,ZS_SEN_1,Basic School,Zlínský kraj,CZ072,Zlín Region,0.14,"28,036.00","28,196.00","28,059.00",0.99,-160
2016,MS,MS,Nursery School,Zlínský kraj,CZ072,Zlín Region,0.01,"23,514.00",,"23,519.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Zlínský kraj,CZ072,Zlín Region,0.38,"28,956.00","29,390.00","29,122.00",0.99,-434
2016,Total,ALL,All Schools,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.17,"27,990.00","29,020.00","28,163.00",0.96,"-1,030.00"
2016,ZS,ZS_SEN_1,Basic School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.13,"29,175.00","29,054.00","29,159.00",1,121
2016,MS,MS,Nursery School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.01,"24,331.00",,"24,328.00",,
2016,SS,SS_VOS_K,Upper-Secondary School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.31,"29,699.00","29,992.00","29,790.00",0.99,-293
2017,Total,ALL,All Schools,Česká republika,CZ0,Czech Republic,0.19,"30,215.10","31,410.99","30,447.38",0.96,"-1,195.89"
2017,ZS,ZS_SEN_2,Basic School,Česká republika,CZ0,Czech Republic,0.14,"31,571.56","31,513.51","31,563.53",1,58.05
2017,MS,PV_MS_PT,Nursery School,Česká republika,CZ0,Czech Republic,0.01,"26,223.58","27,780.59","26,231.82",0.94,"-1,557.01"
2017,SS,SS_K,Upper-Secondary School,Česká republika,CZ0,Czech Republic,0.4,"31,845.45","31,620.31","31,755.25",1.01,225.15
2017,Total,ALL,All Schools,Hlavní město Praha,CZ010,Prague,0.2,"31,610.36","33,337.86","31,952.79",0.95,"-1,727.50"
2017,ZS,ZS_SEN_2,Basic School,Hlavní město Praha,CZ010,Prague,0.14,"32,232.35","31,900.08","32,184.55",1.01,332.27
2017,MS,PV_MS_PT,Nursery School,Hlavní město Praha,CZ010,Prague,0.01,"27,269.06","33,428.05","27,333.22",0.82,"-6,158.99"
2017,SS,SS_K,Upper-Secondary School,Hlavní město Praha,CZ010,Prague,0.37,"34,694.13","34,367.63","34,574.09",1.01,326.49
2017,Total,ALL,All Schools,Středočeský kraj,CZ020,Central Bohemian Region,0.17,"30,639.93","31,714.97","30,821.64",0.97,"-1,075.04"
2017,ZS,ZS_SEN_2,Basic School,Středočeský kraj,CZ020,Central Bohemian Region,0.12,"32,461.21","32,523.05","32,468.79",1,-61.84
2017,MS,PV_MS_PT,Nursery School,Středočeský kraj,CZ020,Central Bohemian Region,0,"26,449.75","25,491.49","26,446.31",1.04,958.26
2017,SS,SS_K,Upper-Secondary School,Středočeský kraj,CZ020,Central Bohemian Region,0.38,"31,519.94","31,550.60","31,531.57",1,-30.66
2017,Total,ALL,All Schools,Jihočeský kraj,CZ031,South Bohemian Region,0.21,"29,736.78","30,725.11","29,943.46",0.97,-988.33
2017,ZS,ZS_SEN_2,Basic School,Jihočeský kraj,CZ031,South Bohemian Region,0.14,"31,038.12","30,837.93","31,009.42",1.01,200.19
2017,MS,PV_MS_PT,Nursery School,Jihočeský kraj,CZ031,South Bohemian Region,0,"26,421.81","29,349.35","26,432.56",0.9,"-2,927.55"
2017,SS,SS_K,Upper-Secondary School,Jihočeský kraj,CZ031,South Bohemian Region,0.42,"30,726.36","30,747.78","30,735.41",1,-21.42
2017,Total,ALL,All Schools,Plzeňský kraj,CZ032,Plzeň Region,0.19,"30,059.98","31,070.84","30,249.73",0.97,"-1,010.87"
2017,ZS,ZS_SEN_2,Basic School,Plzeňský kraj,CZ032,Plzeň Region,0.12,"31,367.09","31,288.37","31,357.33",1,78.72
2017,MS,PV_MS_PT,Nursery School,Plzeňský kraj,CZ032,Plzeň Region,0.01,"25,897.68","25,681.57","25,895.99",1.01,216.11
2017,SS,SS_K,Upper-Secondary School,Plzeňský kraj,CZ032,Plzeň Region,0.41,"31,875.01","31,061.23","31,537.92",1.03,813.77
2017,Total,ALL,All Schools,Karlovarský kraj,CZ041,Karlovy Vary Region,0.21,"30,182.83","31,285.45","30,410.07",0.96,"-1,102.62"
2017,ZS,ZS_SEN_2,Basic School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.15,"31,487.33","31,167.14","31,440.63",1.01,320.19
2017,MS,PV_MS_PT,Nursery School,Karlovarský kraj,CZ041,Karlovy Vary Region,0,"25,855.28","26,000.95","25,855.79",0.99,-145.68
2017,SS,SS_K,Upper-Secondary School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.39,"31,058.55","31,192.40","31,110.48",1,-133.86
2017,Total,ALL,All Schools,Ústecký kraj,CZ042,Ústí nad Labem Region,0.19,"30,762.92","31,175.37","30,841.91",0.99,-412.45
2017,ZS,ZS_SEN_2,Basic School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.14,"32,107.66","31,615.61","32,040.53",1.02,492.05
2017,MS,PV_MS_PT,Nursery School,Ústecký kraj,CZ042,Ústí nad Labem Region,0,"27,190.21","24,362.90","27,182.45",1.12,"2,827.31"
2017,SS,SS_K,Upper-Secondary School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.4,"31,456.12","31,154.31","31,334.26",1.01,301.81
2017,Total,ALL,All Schools,Liberecký kraj,CZ051,Liberec Region,0.19,"30,400.27","31,896.71","30,678.05",0.95,"-1,496.45"
2017,ZS,ZS_SEN_2,Basic School,Liberecký kraj,CZ051,Liberec Region,0.13,"31,734.15","31,424.14","31,694.31",1.01,310.01
2017,MS,PV_MS_PT,Nursery School,Liberecký kraj,CZ051,Liberec Region,0,"26,459.88","28,797.34","26,461.62",0.92,"-2,337.46"
2017,SS,SS_K,Upper-Secondary School,Liberecký kraj,CZ051,Liberec Region,0.42,"32,342.54","32,380.85","32,358.78",1,-38.31
2017,Total,ALL,All Schools,Královéhradecký kraj,CZ052,Hradec Králové Region,0.22,"29,640.19","30,981.73","29,929.01",0.96,"-1,341.55"
2017,ZS,ZS_SEN_2,Basic School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.15,"31,280.28","30,736.74","31,199.51",1.02,543.54
2017,MS,PV_MS_PT,Nursery School,Královéhradecký kraj,CZ052,Hradec Králové Region,0,"25,670.06","24,331.89","25,664.74",1.05,"1,338.17"
2017,SS,SS_K,Upper-Secondary School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.43,"30,668.67","31,286.37","30,934.21",0.98,-617.7
2017,Total,ALL,All Schools,Pardubický kraj,CZ053,Pardubice Region,0.21,"29,749.54","30,983.01","30,005.76",0.96,"-1,233.47"
2017,ZS,ZS_SEN_2,Basic School,Pardubický kraj,CZ053,Pardubice Region,0.14,"31,211.12","31,878.58","31,303.36",0.98,-667.46
2017,MS,PV_MS_PT,Nursery School,Pardubický kraj,CZ053,Pardubice Region,0,"25,378.49","24,416.93","25,373.95",1.04,961.56
2017,SS,SS_K,Upper-Secondary School,Pardubický kraj,CZ053,Pardubice Region,0.41,"31,384.46","30,991.59","31,221.67",1.01,392.86
2017,Total,ALL,All Schools,Kraj Vysočina,CZ063,Vysočina Region,0.21,"29,217.11","30,577.04","29,502.59",0.96,"-1,359.93"
2017,ZS,ZS_SEN_2,Basic School,Kraj Vysočina,CZ063,Vysočina Region,0.16,"30,802.66","31,340.49","30,888.64",0.98,-537.83
2017,MS,PV_MS_PT,Nursery School,Kraj Vysočina,CZ063,Vysočina Region,0.01,"25,401.24","29,713.50","25,423.80",0.85,"-4,312.25"
2017,SS,SS_K,Upper-Secondary School,Kraj Vysočina,CZ063,Vysočina Region,0.47,"30,333.68","30,154.24","30,248.55",1.01,179.43
2017,Total,ALL,All Schools,Jihomoravský kraj,CZ064,South Moravian Region,0.2,"29,905.81","31,266.41","30,173.32",0.96,"-1,360.60"
2017,ZS,ZS_SEN_2,Basic School,Jihomoravský kraj,CZ064,South Moravian Region,0.15,"31,187.19","31,454.49","31,227.46",0.99,-267.3
2017,MS,PV_MS_PT,Nursery School,Jihomoravský kraj,CZ064,South Moravian Region,0,"26,172.48","28,736.55","26,181.13",0.91,"-2,564.06"
2017,SS,SS_K,Upper-Secondary School,Jihomoravský kraj,CZ064,South Moravian Region,0.41,"31,651.96","31,334.43","31,521.56",1.01,317.52
2017,Total,ALL,All Schools,Olomoucký kraj,CZ071,Olomouc Region,0.2,"29,971.81","31,507.79","30,279.13",0.95,"-1,535.97"
2017,ZS,ZS_SEN_2,Basic School,Olomoucký kraj,CZ071,Olomouc Region,0.14,"31,305.86","31,279.64","31,302.23",1,26.22
2017,MS,PV_MS_PT,Nursery School,Olomoucký kraj,CZ071,Olomouc Region,0.01,"25,701.50","23,334.41","25,686.93",1.1,"2,367.08"
2017,SS,SS_K,Upper-Secondary School,Olomoucký kraj,CZ071,Olomouc Region,0.38,"31,424.17","31,627.69","31,502.00",0.99,-203.52
2017,Total,ALL,All Schools,Zlínský kraj,CZ072,Zlín Region,0.21,"29,145.60","30,578.97","29,450.63",0.95,"-1,433.37"
2017,ZS,ZS_SEN_2,Basic School,Zlínský kraj,CZ072,Zlín Region,0.14,"30,455.11","30,530.68","30,465.59",1,-75.57
2017,MS,PV_MS_PT,Nursery School,Zlínský kraj,CZ072,Zlín Region,0.01,"25,182.79","25,844.36","25,187.78",0.97,-661.57
2017,SS,SS_K,Upper-Secondary School,Zlínský kraj,CZ072,Zlín Region,0.43,"30,793.75","31,166.76","30,955.91",0.99,-373.01
2017,Total,ALL,All Schools,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.18,"30,085.30","31,039.68","30,252.44",0.97,-954.38
2017,ZS,ZS_SEN_2,Basic School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.13,"31,605.97","31,668.88","31,614.23",1,-62.91
2017,MS,PV_MS_PT,Nursery School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.01,"26,084.99","25,605.18","26,081.83",1.02,479.82
2017,SS,SS_K,Upper-Secondary School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.37,"31,321.13","30,813.16","31,134.99",1.02,507.98
2018,Total,ALL,All Schools,Česká republika,CZ0,Czech Republic,0.19,"33,544.90","34,954.90","33,818.20",0.96,"-1,410.00"
2018,ZS,ZS_SEN_2,Basic School,Česká republika,CZ0,Czech Republic,0.14,"35,002.30","34,869.80","34,983.80",1,132.5
2018,MS,PV_MS_PT,Nursery School,Česká republika,CZ0,Czech Republic,0,"29,028.40","29,408.90","29,030.10",0.99,-380.5
2018,SS,SS_K,Upper-Secondary School,Česká republika,CZ0,Czech Republic,0.4,"35,543.20","35,309.50","35,450.00",1.01,233.7
2018,Total,ALL,All Schools,Hlavní město Praha,CZ010,Prague,0.2,"35,450.50","36,812.70","35,726.80",0.96,"-1,362.20"
2018,ZS,ZS_SEN_2,Basic School,Hlavní město Praha,CZ010,Prague,0.15,"36,282.60","35,840.80","36,215.90",1.01,441.8
2018,MS,PV_MS_PT,Nursery School,Hlavní město Praha,CZ010,Prague,0.01,"30,975.50","31,143.30","30,976.70",0.99,-167.8
2018,SS,SS_K,Upper-Secondary School,Hlavní město Praha,CZ010,Prague,0.36,"38,322.20","37,770.30","38,121.40",1.01,551.9
2018,Total,ALL,All Schools,Středočeský kraj,CZ020,Central Bohemian Region,0.17,"34,110.00","35,706.20","34,376.10",0.96,"-1,596.20"
2018,ZS,ZS_SEN_2,Basic School,Středočeský kraj,CZ020,Central Bohemian Region,0.12,"35,956.20","35,827.00","35,940.30",1,129.2
2018,MS,PV_MS_PT,Nursery School,Středočeský kraj,CZ020,Central Bohemian Region,0,"29,468.90","28,954.60","29,467.20",1.02,514.3
2018,SS,SS_K,Upper-Secondary School,Středočeský kraj,CZ020,Central Bohemian Region,0.38,"35,801.10","36,039.50","35,892.60",0.99,-238.4
2018,Total,ALL,All Schools,Jihočeský kraj,CZ031,South Bohemian Region,0.21,"32,806.80","34,172.70","33,090.10",0.96,"-1,365.90"
2018,ZS,ZS_SEN_2,Basic School,Jihočeský kraj,CZ031,South Bohemian Region,0.14,"34,194.90","34,287.70","34,208.30",1,-92.8
2018,MS,PV_MS_PT,Nursery School,Jihočeský kraj,CZ031,South Bohemian Region,0,"28,670.70","26,027.60","28,661.40",1.1,"2,643.10"
2018,SS,SS_K,Upper-Secondary School,Jihočeský kraj,CZ031,South Bohemian Region,0.42,"34,514.50","34,310.40","34,428.00",1.01,204.1
2018,Total,ALL,All Schools,Plzeňský kraj,CZ032,Plzeň Region,0.19,"33,477.10","34,877.80","33,738.30",0.96,"-1,400.70"
2018,ZS,ZS_SEN_2,Basic School,Plzeňský kraj,CZ032,Plzeň Region,0.13,"35,017.40","34,959.90","35,010.10",1,57.5
2018,MS,PV_MS_PT,Nursery School,Plzeňský kraj,CZ032,Plzeň Region,0.01,"28,403.50","29,045.40","28,407.90",0.98,-641.9
2018,SS,SS_K,Upper-Secondary School,Plzeňský kraj,CZ032,Plzeň Region,0.41,"35,993.00","35,198.80","35,668.30",1.02,794.2
2018,Total,ALL,All Schools,Karlovarský kraj,CZ041,Karlovy Vary Region,0.2,"33,343.00","34,881.80","33,657.80",0.96,"-1,538.80"
2018,ZS,ZS_SEN_2,Basic School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.15,"34,512.20","34,181.60","34,463.00",1.01,330.6
2018,MS,PV_MS_PT,Nursery School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.01,"28,535.20",,"28,514.50",,
2018,SS,SS_K,Upper-Secondary School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.39,"35,156.00","35,197.60","35,172.00",1,-41.6
2018,Total,ALL,All Schools,Ústecký kraj,CZ042,Ústí nad Labem Region,0.19,"34,043.20","34,724.30","34,171.50",0.98,-681.1
2018,ZS,ZS_SEN_2,Basic School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.14,"35,527.70","34,874.00","35,438.10",1.02,653.7
2018,MS,PV_MS_PT,Nursery School,Ústecký kraj,CZ042,Ústí nad Labem Region,0,"29,991.50","29,406.30","29,989.50",1.02,585.2
2018,SS,SS_K,Upper-Secondary School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.4,"34,958.30","34,927.00","34,945.70",1,31.3
2018,Total,ALL,All Schools,Liberecký kraj,CZ051,Liberec Region,0.19,"33,816.10","35,548.80","34,142.00",0.95,"-1,732.70"
2018,ZS,ZS_SEN_2,Basic School,Liberecký kraj,CZ051,Liberec Region,0.13,"35,429.50","34,937.00","35,365.40",1.01,492.5
2018,MS,PV_MS_PT,Nursery School,Liberecký kraj,CZ051,Liberec Region,0,"29,115.40",,"29,110.70",,
2018,SS,SS_K,Upper-Secondary School,Liberecký kraj,CZ051,Liberec Region,0.43,"35,781.90","36,219.20","35,968.40",0.99,-437.3
2018,Total,ALL,All Schools,Královéhradecký kraj,CZ052,Hradec Králové Region,0.21,"32,766.80","34,464.30","33,127.80",0.95,"-1,697.50"
2018,ZS,ZS_SEN_2,Basic School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.15,"34,481.60","33,970.30","34,405.80",1.02,511.3
2018,MS,PV_MS_PT,Nursery School,Královéhradecký kraj,CZ052,Hradec Králové Region,0,"28,303.90",,"28,303.90",,
2018,SS,SS_K,Upper-Secondary School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.43,"33,810.00","35,084.50","34,361.10",0.96,"-1,274.50"
2018,Total,ALL,All Schools,Pardubický kraj,CZ053,Pardubice Region,0.2,"32,990.00","34,275.80","33,250.00",0.96,"-1,285.80"
2018,ZS,ZS_SEN_2,Basic School,Pardubický kraj,CZ053,Pardubice Region,0.13,"34,427.70","35,066.60","34,513.30",0.98,-638.9
2018,MS,PV_MS_PT,Nursery School,Pardubický kraj,CZ053,Pardubice Region,0.01,"28,542.80","27,868.10","28,539.40",1.02,674.7
2018,SS,SS_K,Upper-Secondary School,Pardubický kraj,CZ053,Pardubice Region,0.41,"34,754.40","34,241.40","34,544.90",1.01,513
2018,Total,ALL,All Schools,Kraj Vysočina,CZ063,Vysočina Region,0.21,"32,375.50","34,053.60","32,724.40",0.95,"-1,678.10"
2018,ZS,ZS_SEN_2,Basic School,Kraj Vysočina,CZ063,Vysočina Region,0.16,"34,013.80","34,553.60","34,099.70",0.98,-539.8
2018,MS,PV_MS_PT,Nursery School,Kraj Vysočina,CZ063,Vysočina Region,0,"27,904.00",,"27,920.90",,
2018,SS,SS_K,Upper-Secondary School,Kraj Vysočina,CZ063,Vysočina Region,0.47,"34,321.10","33,805.30","34,078.10",1.02,515.8
2018,Total,ALL,All Schools,Jihomoravský kraj,CZ064,South Moravian Region,0.2,"33,167.00","34,871.90","33,501.70",0.95,"-1,704.90"
2018,ZS,ZS_SEN_2,Basic School,Jihomoravský kraj,CZ064,South Moravian Region,0.15,"34,538.50","34,940.60","34,598.50",0.99,-402.1
2018,MS,PV_MS_PT,Nursery School,Jihomoravský kraj,CZ064,South Moravian Region,0,"28,752.60","33,031.80","28,764.30",0.87,"-4,279.20"
2018,SS,SS_K,Upper-Secondary School,Jihomoravský kraj,CZ064,South Moravian Region,0.41,"35,441.10","35,051.30","35,281.70",1.01,389.8
2018,Total,ALL,All Schools,Olomoucký kraj,CZ071,Olomouc Region,0.2,"33,121.90","34,766.70","33,450.60",0.95,"-1,644.80"
2018,ZS,ZS_SEN_2,Basic School,Olomoucký kraj,CZ071,Olomouc Region,0.14,"34,554.50","34,383.80","34,530.60",1,170.7
2018,MS,PV_MS_PT,Nursery School,Olomoucký kraj,CZ071,Olomouc Region,0.01,"28,397.90","26,457.90","28,386.60",1.07,"1,940.00"
2018,SS,SS_K,Upper-Secondary School,Olomoucký kraj,CZ071,Olomouc Region,0.38,"34,794.10","34,895.20","34,832.90",1,-101.1
2018,Total,ALL,All Schools,Zlínský kraj,CZ072,Zlín Region,0.21,"32,373.60","33,971.90","32,714.40",0.95,"-1,598.30"
2018,ZS,ZS_SEN_2,Basic School,Zlínský kraj,CZ072,Zlín Region,0.14,"33,807.10","33,753.00","33,799.60",1,54.1
2018,MS,PV_MS_PT,Nursery School,Zlínský kraj,CZ072,Zlín Region,0.01,"27,837.80","26,580.70","27,830.00",1.05,"1,257.10"
2018,SS,SS_K,Upper-Secondary School,Zlínský kraj,CZ072,Zlín Region,0.43,"34,219.10","34,602.00","34,383.80",0.99,-382.9
2018,Total,ALL,All Schools,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.18,"33,287.70","34,399.70","33,484.30",0.97,"-1,112.00"
2018,ZS,ZS_SEN_2,Basic School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.14,"34,935.10","34,628.60","34,893.30",1.01,306.5
2018,MS,PV_MS_PT,Nursery School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.01,"28,651.40","31,138.30","28,666.00",0.92,"-2,486.90"
2018,SS,SS_K,Upper-Secondary School,Moravskoslezský kraj,CZ080,Moravian-Silesian Region,0.36,"34,975.30","34,390.10","34,762.70",1.02,585.2
2019,Total,ALL,All Schools,Česká republika,CZ0,Czech Republic,0.18,"39,228.90","40,299.60","39,422.30",0.97,"-1,070.70"
2019,ZS,ZS_SEN_2,Basic School,Česká republika,CZ0,Czech Republic,0.14,"40,475.30","40,352.60","40,457.90",1,122.7
2019,MS,PV_MS_PT,Nursery School,Česká republika,CZ0,Czech Republic,0.01,"33,335.70","34,920.10","33,343.80",0.95,"-1,584.40"
2019,SS,SS_K,Upper-Secondary School,Česká republika,CZ0,Czech Republic,0.41,"41,176.70","40,608.60","40,944.10",1.01,568.1
2019,Total,ALL,All Schools,Hlavní město Praha,CZ010,Prague,0.2,"41,984.60","42,785.90","42,141.70",0.98,-801.3
2019,ZS,ZS_SEN_2,Basic School,Hlavní město Praha,CZ010,Prague,0.16,"43,233.30","42,664.10","43,141.10",1.01,569.2
2019,MS,PV_MS_PT,Nursery School,Hlavní město Praha,CZ010,Prague,0.01,"35,356.20","33,966.70","35,346.00",1.04,"1,389.50"
2019,SS,SS_K,Upper-Secondary School,Hlavní město Praha,CZ010,Prague,0.37,"44,125.00","43,320.20","43,824.50",1.02,804.8
2019,Total,ALL,All Schools,Středočeský kraj,CZ020,Central Bohemian Region,0.16,"39,895.30","40,978.80","40,066.80",0.97,"-1,083.50"
2019,ZS,ZS_SEN_2,Basic School,Středočeský kraj,CZ020,Central Bohemian Region,0.12,"41,267.80","40,920.60","41,224.90",1.01,347.2
2019,MS,PV_MS_PT,Nursery School,Středočeský kraj,CZ020,Central Bohemian Region,0.01,"33,827.90","42,317.20","33,872.90",0.8,"-8,489.30"
2019,SS,SS_K,Upper-Secondary School,Středočeský kraj,CZ020,Central Bohemian Region,0.42,"42,288.00","41,337.40","41,888.00",1.02,950.6
2019,Total,ALL,All Schools,Jihočeský kraj,CZ031,South Bohemian Region,0.19,"38,624.20","39,574.90","38,803.20",0.98,-950.7
2019,ZS,ZS_SEN_2,Basic School,Jihočeský kraj,CZ031,South Bohemian Region,0.14,"39,846.00","39,832.80","39,844.10",1,13.2
2019,MS,PV_MS_PT,Nursery School,Jihočeský kraj,CZ031,South Bohemian Region,0,"33,315.60",,"33,312.80",,
2019,SS,SS_K,Upper-Secondary School,Jihočeský kraj,CZ031,South Bohemian Region,0.43,"39,814.10","39,449.20","39,656.50",1.01,364.9
2019,Total,ALL,All Schools,Plzeňský kraj,CZ032,Plzeň Region,0.18,"39,378.80","39,849.40","39,462.00",0.99,-470.6
2019,ZS,ZS_SEN_2,Basic School,Plzeňský kraj,CZ032,Plzeň Region,0.13,"40,793.00","40,278.50","40,724.40",1.01,514.5
2019,MS,PV_MS_PT,Nursery School,Plzeňský kraj,CZ032,Plzeň Region,0.01,"33,191.80","32,139.10","33,183.30",1.03,"1,052.70"
2019,SS,SS_K,Upper-Secondary School,Plzeňský kraj,CZ032,Plzeň Region,0.41,"41,104.40","39,800.20","40,574.20",1.03,"1,304.20"
2019,Total,ALL,All Schools,Karlovarský kraj,CZ041,Karlovy Vary Region,0.19,"38,856.70","39,846.10","39,045.90",0.98,-989.4
2019,ZS,ZS_SEN_2,Basic School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.16,"40,016.00","39,514.50","39,936.40",1.01,501.5
2019,MS,PV_MS_PT,Nursery School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.01,"32,830.30",,"32,825.20",,
2019,SS,SS_K,Upper-Secondary School,Karlovarský kraj,CZ041,Karlovy Vary Region,0.37,"40,558.70","39,889.70","40,308.60",1.02,669
2019,Total,ALL,All Schools,Ústecký kraj,CZ042,Ústí nad Labem Region,0.18,"39,043.20","39,533.50","39,130.20",0.99,-490.3
2019,ZS,ZS_SEN_2,Basic School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.14,"40,167.70","39,176.10","40,027.80",1.03,991.6
2019,MS,PV_MS_PT,Nursery School,Ústecký kraj,CZ042,Ústí nad Labem Region,0,"33,579.50","33,434.90","33,578.90",1,144.6
2019,SS,SS_K,Upper-Secondary School,Ústecký kraj,CZ042,Ústí nad Labem Region,0.41,"40,429.50","40,370.50","40,405.20",1,59
2019,Total,ALL,All Schools,Liberecký kraj,CZ051,Liberec Region,0.17,"39,096.50","40,483.40","39,331.90",0.97,"-1,386.90"
2019,ZS,ZS_SEN_2,Basic School,Liberecký kraj,CZ051,Liberec Region,0.13,"40,356.80","39,886.20","40,295.50",1.01,470.6
2019,MS,PV_MS_PT,Nursery School,Liberecký kraj,CZ051,Liberec Region,0,"33,100.50",,"33,100.90",,
2019,SS,SS_K,Upper-Secondary School,Liberecký kraj,CZ051,Liberec Region,0.42,"40,830.20","41,506.80","41,115.80",0.98,-676.6
2019,Total,ALL,All Schools,Královéhradecký kraj,CZ052,Hradec Králové Region,0.19,"38,610.80","39,674.00","38,816.90",0.97,"-1,063.20"
2019,ZS,ZS_SEN_2,Basic School,Královéhradecký kraj,CZ052,Hradec Králové Region,0.15,"39,938.40","39,714.50","39,905.50",1.01,223.9
